Data,,,Translation,Help Functions,,,,,,,,,Code,Formatting
1633709686,49,4,Ped Omit Off  (Ped 4),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709686,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709686,151,1,Coord Phase Yield Pt  (Phase 1),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,
1633709686,151,3,Coord Phase Yield Pt  (Phase 3),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,
1633709686,2,2,Phase Check  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709686,47,1,Phase Omit Off  (Phase 1),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709686,49,1,Ped Omit Off  (Ped 1),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709686,81,13,Detector Off  (Veh Det #13),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709686,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709687,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709688,81,15,Detector Off  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709688,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709690,81,2,Detector Off  (Veh Det #2),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709690,9,2,Phase End Yellow Cl  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709690,10,2,Phase Begin Red Cl  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709690,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709690,82,12,Detector On  (Veh Det #12),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709691,82,15,Detector On  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709691,82,2,Detector On  (Veh Det #2),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709691,12,2,Phase Inactive  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,11,2,Phase End Red Cl  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,0,4,Phase On  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,1,4,Phase Begin Green  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,21,4,Ped Begin Walk  (Ped 4),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,65,1,Overlap Off  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,31,1,Barrier Term  (Preceding Phase 1),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,48,4,Ped Omit On  (Ped 4),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,41,2,Phase Hold Active  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709691,81,12,Detector Off  (Veh Det #12),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709693,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709694,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709695,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709696,81,15,Detector Off  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709697,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709697,3,4,Phase Min Complete  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709697,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709697,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709698,82,15,Detector On  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709698,22,4,Ped Begin Clearance  (Ped 4),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709699,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709700,81,15,Detector Off  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709701,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709703,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709704,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709705,81,4,Detector Off  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709705,44,4,Phase Call Dropped  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709705,82,4,Detector On  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709705,43,4,Phase Call Registered  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709705,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709707,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709707,81,4,Detector Off  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709707,44,4,Phase Call Dropped  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709707,82,4,Detector On  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709707,82,13,Detector On  (Veh Det #13),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709707,43,4,Phase Call Registered  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709708,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709708,81,13,Detector Off  (Veh Det #13),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709710,82,13,Detector On  (Veh Det #13),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709710,46,4,Phase Omit On  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709710,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709710,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709711,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709711,81,13,Detector Off  (Veh Det #13),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709712,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709712,82,13,Detector On  (Veh Det #13),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709713,81,13,Detector Off  (Veh Det #13),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709714,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709715,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709718,81,4,Detector Off  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709718,44,4,Phase Call Dropped  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709718,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709719,23,4,Ped Begin Don’t Walk  (Ped 4),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709719,82,4,Detector On  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709719,43,4,Phase Call Registered  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709720,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709721,82,16,Detector On  (Veh Det #16),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709721,7,4,Phase Green Term  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709721,8,4,Phase Begin Yellow Cl  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709721,6,4,Phase Force Off  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709721,2,4,Phase Check  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709721,81,16,Detector Off  (Veh Det #16),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709721,82,1,Detector On  (Veh Det #1),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709721,2,1,Phase Check  (Phase 1),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709721,43,1,Phase Call Registered  (Phase 1),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709722,81,4,Detector Off  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709722,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709723,46,1,Phase Omit On  (Phase 1),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709723,82,4,Detector On  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709724,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709725,9,4,Phase End Yellow Cl  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709725,10,4,Phase Begin Red Cl  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709725,82,16,Detector On  (Veh Det #16),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709726,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709726,12,4,Phase Inactive  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,11,4,Phase End Red Cl  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,0,2,Phase On  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,1,2,Phase Begin Green  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,21,2,Ped Begin Walk  (Ped 2),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,1102,2,Bike Call Off  (Phase 2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,31,1,Barrier Term  (Preceding Phase 1),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,1103,2,Bike Call On  (Phase 2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,61,1,Overlap Begin Green  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709726,81,16,Detector Off  (Veh Det #16),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709726,81,4,Detector Off  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709727,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709731,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709732,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709734,3,2,Phase Min Complete  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709738,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709739,150,5,Coord Cycle State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
1633709739,48,1,Ped Omit On  (Ped 1),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709739,150,1,Coord Cycle State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
1633709739,82,4,Detector On  (Veh Det #4),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709740,81,14,Detector Off  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709743,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709744,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709747,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709747,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709749,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709749,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709755,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709756,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709758,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709758,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709759,82,15,Detector On  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709760,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709760,81,15,Detector Off  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709761,22,2,Ped Begin Clearance  (Ped 2),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709761,42,2,Phase Hold Released  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709761,46,2,Phase Omit On  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709761,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709762,82,9,Detector On  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709762,81,9,Detector Off  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709762,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709763,82,14,Detector On  (Veh Det #14),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709764,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709764,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709764,82,15,Detector On  (Veh Det #15),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709765,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709765,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709765,82,12,Detector On  (Veh Det #12),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709766,82,9,Detector On  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709766,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709766,81,12,Detector Off  (Veh Det #12),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709768,81,9,Detector Off  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709768,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709768,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709768,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709768,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709768,82,9,Detector On  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709769,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709769,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709769,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709769,82,16,Detector On  (Veh Det #16),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709769,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709769,81,9,Detector Off  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709770,82,9,Detector On  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709770,81,16,Detector Off  (Veh Det #16),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709771,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709771,81,9,Detector Off  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709772,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709772,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709773,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709773,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709773,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709774,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709774,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709775,82,9,Detector On  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709776,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709776,151,4,Coord Phase Yield Pt  (Phase 4),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,7,2,Phase Green Term  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,8,2,Phase Begin Yellow Cl  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,23,2,Ped Begin Don’t Walk  (Ped 2),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,47,2,Phase Omit Off  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,47,4,Phase Omit Off  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,49,4,Ped Omit Off  (Ped 4),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,151,1,Coord Phase Yield Pt  (Phase 1),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,151,3,Coord Phase Yield Pt  (Phase 3),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,2,2,Phase Check  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,47,1,Phase Omit Off  (Phase 1),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,49,1,Ped Omit Off  (Ped 1),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709776,81,9,Detector Off  (Veh Det #9),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709776,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709777,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709777,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709777,82,10,Detector On  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709778,81,10,Detector Off  (Veh Det #10),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709779,81,2,Detector Off  (Veh Det #2),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709779,82,11,Detector On  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709780,82,2,Detector On  (Veh Det #2),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709780,9,2,Phase End Yellow Cl  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709780,10,2,Phase Begin Red Cl  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709780,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709780,81,11,Detector Off  (Veh Det #11),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709781,12,2,Phase Inactive  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709781,11,2,Phase End Red Cl  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709781,0,4,Phase On  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709781,1,4,Phase Begin Green  (Phase 4),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709781,65,1,Overlap Off  (Overlap  (Overlap A),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709781,31,1,Barrier Term  (Preceding Phase 1),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709781,48,4,Ped Omit On  (Ped 4),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709781,41,2,Phase Hold Active  (Phase 2),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
1633709782,82,12,Detector On  (Veh Det #12),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
1633709783,81,12,Detector Off  (Veh Det #12),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
