Data,,,Translation,,Code,Formatting
1633709396,31,1,Barrier Term  (Preceding Phase 1),,,
1633709399,82,14,Detector On  (Veh Det #14),,,
1633709400,82,4,Detector On  (Veh Det #4),,,
1633709401,81,14,Detector Off  (Veh Det #14),,,
1633709401,82,16,Detector On  (Veh Det #16),,,
1633709401,81,16,Detector Off  (Veh Det #16),,,
1633709402,3,1,Phase Min Complete  (Phase 1),,,
1633709403,82,16,Detector On  (Veh Det #16),,,
1633709404,7,1,Phase Green Term  (Phase 1),,,
1633709404,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633709404,6,1,Phase Force Off  (Phase 1),,,
1633709404,2,1,Phase Check  (Phase 1),,,
1633709405,81,16,Detector Off  (Veh Det #16),,,
1633709405,82,13,Detector On  (Veh Det #13),,,
1633709406,81,13,Detector Off  (Veh Det #13),,,
1633709406,82,16,Detector On  (Veh Det #16),,,
1633709407,81,16,Detector Off  (Veh Det #16),,,
1633709408,9,1,Phase End Yellow Cl  (Phase 1),,,
1633709408,10,1,Phase Begin Red Cl  (Phase 1),,,
1633709409,82,14,Detector On  (Veh Det #14),,,
1633709409,81,14,Detector Off  (Veh Det #14),,,
1633709409,150,5,Coord Cycle State,,,
1633709409,12,1,Phase Inactive  (Phase 1),,,
1633709409,11,1,Phase End Red Cl  (Phase 1),,,
1633709409,0,2,Phase On  (Phase 2),,,
1633709409,1,2,Phase Begin Green  (Phase 2),,,
1633709409,21,2,Ped Begin Walk  (Ped 2),,,
1633709409,1102,2,Bike Call Off  (Phase 2),,,
1633709409,48,1,Ped Omit On  (Ped 1),,,
1633709409,150,1,Coord Cycle State,,,
1633709409,1103,2,Bike Call On  (Phase 2),,,
1633709409,82,14,Detector On  (Veh Det #14),,,
1633709409,82,16,Detector On  (Veh Det #16),,,
1633709410,81,16,Detector Off  (Veh Det #16),,,
1633709410,81,14,Detector Off  (Veh Det #14),,,
1633709412,82,10,Detector On  (Veh Det #10),,,
1633709412,81,10,Detector Off  (Veh Det #10),,,
1633709414,82,14,Detector On  (Veh Det #14),,,
1633709414,82,9,Detector On  (Veh Det #9),,,
1633709415,81,9,Detector Off  (Veh Det #9),,,
1633709415,81,11,Detector Off  (Veh Det #11),,,
1633709417,81,14,Detector Off  (Veh Det #14),,,
1633709417,3,2,Phase Min Complete  (Phase 2),,,
1633709417,82,11,Detector On  (Veh Det #11),,,
1633709417,81,11,Detector Off  (Veh Det #11),,,
1633709418,82,10,Detector On  (Veh Det #10),,,
1633709418,82,11,Detector On  (Veh Det #11),,,
1633709418,81,11,Detector Off  (Veh Det #11),,,
1633709419,81,10,Detector Off  (Veh Det #10),,,
1633709419,82,11,Detector On  (Veh Det #11),,,
1633709419,82,10,Detector On  (Veh Det #10),,,
1633709419,81,10,Detector Off  (Veh Det #10),,,
1633709419,82,15,Detector On  (Veh Det #15),,,
1633709420,82,10,Detector On  (Veh Det #10),,,
1633709420,81,11,Detector Off  (Veh Det #11),,,
1633709420,81,10,Detector Off  (Veh Det #10),,,
1633709421,81,15,Detector Off  (Veh Det #15),,,
1633709422,82,11,Detector On  (Veh Det #11),,,
1633709422,81,2,Detector Off  (Veh Det #2),,,
1633709422,82,2,Detector On  (Veh Det #2),,,
1633709423,81,11,Detector Off  (Veh Det #11),,,
1633709424,82,10,Detector On  (Veh Det #10),,,
1633709425,81,2,Detector Off  (Veh Det #2),,,
1633709425,81,10,Detector Off  (Veh Det #10),,,
1633709425,82,2,Detector On  (Veh Det #2),,,
1633709425,82,10,Detector On  (Veh Det #10),,,
1633709425,81,10,Detector Off  (Veh Det #10),,,
1633709426,82,11,Detector On  (Veh Det #11),,,
1633709427,81,11,Detector Off  (Veh Det #11),,,
1633709429,81,2,Detector Off  (Veh Det #2),,,
1633709429,82,11,Detector On  (Veh Det #11),,,
1633709429,82,12,Detector On  (Veh Det #12),,,
1633709429,82,2,Detector On  (Veh Det #2),,,
1633709429,81,12,Detector Off  (Veh Det #12),,,
1633709430,81,11,Detector Off  (Veh Det #11),,,
1633709430,82,12,Detector On  (Veh Det #12),,,
1633709430,82,11,Detector On  (Veh Det #11),,,
1633709431,81,12,Detector Off  (Veh Det #12),,,
1633709431,81,11,Detector Off  (Veh Det #11),,,
1633709431,22,2,Ped Begin Clearance  (Ped 2),,,
1633709431,42,2,Phase Hold Released  (Phase 2),,,
1633709431,46,2,Phase Omit On  (Phase 2),,,
1633709432,82,15,Detector On  (Veh Det #15),,,
1633709432,82,11,Detector On  (Veh Det #11),,,
1633709432,81,11,Detector Off  (Veh Det #11),,,
1633709433,82,10,Detector On  (Veh Det #10),,,
1633709433,81,15,Detector Off  (Veh Det #15),,,
1633709434,81,10,Detector Off  (Veh Det #10),,,
1633709434,82,11,Detector On  (Veh Det #11),,,
1633709435,81,11,Detector Off  (Veh Det #11),,,
1633709435,82,9,Detector On  (Veh Det #9),,,
1633709436,82,11,Detector On  (Veh Det #11),,,
1633709436,81,9,Detector Off  (Veh Det #9),,,
1633709436,82,9,Detector On  (Veh Det #9),,,
1633709437,81,9,Detector Off  (Veh Det #9),,,
1633709437,81,11,Detector Off  (Veh Det #11),,,
1633709437,82,10,Detector On  (Veh Det #10),,,
1633709438,82,11,Detector On  (Veh Det #11),,,
1633709438,82,9,Detector On  (Veh Det #9),,,
1633709439,81,11,Detector Off  (Veh Det #11),,,
1633709439,81,9,Detector Off  (Veh Det #9),,,
1633709439,81,10,Detector Off  (Veh Det #10),,,
1633709440,82,11,Detector On  (Veh Det #11),,,
1633709441,81,11,Detector Off  (Veh Det #11),,,
1633709442,82,11,Detector On  (Veh Det #11),,,
1633709443,81,11,Detector Off  (Veh Det #11),,,
1633709443,82,11,Detector On  (Veh Det #11),,,
1633709444,81,11,Detector Off  (Veh Det #11),,,
1633709446,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633709446,7,2,Phase Green Term  (Phase 2),,,
1633709446,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633709446,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633709446,47,2,Phase Omit Off  (Phase 2),,,
1633709446,47,4,Phase Omit Off  (Phase 4),,,
1633709446,49,4,Ped Omit Off  (Ped 4),,,
1633709446,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633709446,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633709446,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633709446,2,2,Phase Check  (Phase 2),,,
1633709446,47,1,Phase Omit Off  (Phase 1),,,
1633709446,49,1,Ped Omit Off  (Ped 1),,,
1633709446,82,11,Detector On  (Veh Det #11),,,
1633709448,81,11,Detector Off  (Veh Det #11),,,
1633709450,9,2,Phase End Yellow Cl  (Phase 2),,,
1633709450,10,2,Phase Begin Red Cl  (Phase 2),,,
1633709450,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633709450,81,2,Detector Off  (Veh Det #2),,,
1633709450,82,11,Detector On  (Veh Det #11),,,
1633709451,12,2,Phase Inactive  (Phase 2),,,
1633709451,11,2,Phase End Red Cl  (Phase 2),,,
1633709451,0,4,Phase On  (Phase 4),,,
1633709451,1,4,Phase Begin Green  (Phase 4),,,
1633709451,21,4,Ped Begin Walk  (Ped 4),,,
1633709451,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633709451,31,1,Barrier Term  (Preceding Phase 1),,,
1633709451,48,4,Ped Omit On  (Ped 4),,,
1633709451,41,2,Phase Hold Active  (Phase 2),,,
1633709451,82,2,Detector On  (Veh Det #2),,,
1633709452,81,11,Detector Off  (Veh Det #11),,,
1633709454,82,11,Detector On  (Veh Det #11),,,
1633709455,81,11,Detector Off  (Veh Det #11),,,
1633709457,3,4,Phase Min Complete  (Phase 4),,,
1633709458,22,4,Ped Begin Clearance  (Ped 4),,,
1633709458,82,14,Detector On  (Veh Det #14),,,
1633709459,82,13,Detector On  (Veh Det #13),,,
1633709459,81,4,Detector Off  (Veh Det #4),,,
1633709459,44,4,Phase Call Dropped  (Phase 4),,,
1633709459,82,4,Detector On  (Veh Det #4),,,
1633709459,43,4,Phase Call Registered  (Phase 4),,,
1633709460,81,13,Detector Off  (Veh Det #13),,,
1633709460,81,14,Detector Off  (Veh Det #14),,,
1633709461,82,13,Detector On  (Veh Det #13),,,
1633709461,82,14,Detector On  (Veh Det #14),,,
1633709462,81,13,Detector Off  (Veh Det #13),,,
1633709463,81,14,Detector Off  (Veh Det #14),,,
1633709463,82,13,Detector On  (Veh Det #13),,,
1633709463,81,13,Detector Off  (Veh Det #13),,,
1633709465,82,14,Detector On  (Veh Det #14),,,
1633709466,81,14,Detector Off  (Veh Det #14),,,
1633709470,46,4,Phase Omit On  (Phase 4),,,
1633709473,82,14,Detector On  (Veh Det #14),,,
1633709474,81,14,Detector Off  (Veh Det #14),,,
1633709478,82,15,Detector On  (Veh Det #15),,,
1633709478,81,15,Detector Off  (Veh Det #15),,,
1633709479,23,4,Ped Begin Don’t Walk  (Ped 4),,,
1633709481,7,4,Phase Green Term  (Phase 4),,,
1633709481,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633709481,6,4,Phase Force Off  (Phase 4),,,
1633709481,2,4,Phase Check  (Phase 4),,,
1633709483,46,1,Phase Omit On  (Phase 1),,,
1633709485,9,4,Phase End Yellow Cl  (Phase 4),,,
1633709485,10,4,Phase Begin Red Cl  (Phase 4),,,
1633709486,12,4,Phase Inactive  (Phase 4),,,
1633709486,11,4,Phase End Red Cl  (Phase 4),,,
1633709486,0,1,Phase On  (Phase 1),,,
1633709486,1,1,Phase Begin Green  (Phase 1),,,
1633709486,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633709486,31,1,Barrier Term  (Preceding Phase 1),,,
1633709487,82,12,Detector On  (Veh Det #12),,,
1633709487,82,11,Detector On  (Veh Det #11),,,
1633709487,81,12,Detector Off  (Veh Det #12),,,
1633709488,81,11,Detector Off  (Veh Det #11),,,
1633709492,3,1,Phase Min Complete  (Phase 1),,,
1633709492,82,10,Detector On  (Veh Det #10),,,
1633709493,81,10,Detector Off  (Veh Det #10),,,
1633709494,82,16,Detector On  (Veh Det #16),,,
1633709494,82,13,Detector On  (Veh Det #13),,,
1633709494,81,16,Detector Off  (Veh Det #16),,,
1633709494,7,1,Phase Green Term  (Phase 1),,,
1633709494,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633709494,6,1,Phase Force Off  (Phase 1),,,
1633709494,2,1,Phase Check  (Phase 1),,,
1633709495,81,13,Detector Off  (Veh Det #13),,,
1633709495,82,10,Detector On  (Veh Det #10),,,
1633709495,82,14,Detector On  (Veh Det #14),,,
1633709496,81,10,Detector Off  (Veh Det #10),,,
1633709497,82,16,Detector On  (Veh Det #16),,,
1633709498,81,1,Detector Off  (Veh Det #1),,,
1633709498,44,1,Phase Call Dropped  (Phase 1),,,
1633709498,9,1,Phase End Yellow Cl  (Phase 1),,,
1633709498,10,1,Phase Begin Red Cl  (Phase 1),,,
1633709498,82,1,Detector On  (Veh Det #1),,,
1633709498,2,1,Phase Check  (Phase 1),,,
1633709498,43,1,Phase Call Registered  (Phase 1),,,
1633709498,82,12,Detector On  (Veh Det #12),,,
1633709499,81,16,Detector Off  (Veh Det #16),,,
1633709499,150,5,Coord Cycle State,,,
1633709499,12,1,Phase Inactive  (Phase 1),,,
1633709499,11,1,Phase End Red Cl  (Phase 1),,,
1633709499,0,2,Phase On  (Phase 2),,,
1633709499,1,2,Phase Begin Green  (Phase 2),,,
1633709499,21,2,Ped Begin Walk  (Ped 2),,,
1633709499,1102,2,Bike Call Off  (Phase 2),,,
1633709499,48,1,Ped Omit On  (Ped 1),,,
1633709499,82,15,Detector On  (Veh Det #15),,,
1633709499,150,1,Coord Cycle State,,,
1633709499,1103,2,Bike Call On  (Phase 2),,,
1633709500,81,15,Detector Off  (Veh Det #15),,,
1633709500,81,12,Detector Off  (Veh Det #12),,,
1633709502,82,10,Detector On  (Veh Det #10),,,
1633709502,81,1,Detector Off  (Veh Det #1),,,
1633709502,44,1,Phase Call Dropped  (Phase 1),,,
1633709503,82,13,Detector On  (Veh Det #13),,,
1633709503,81,10,Detector Off  (Veh Det #10),,,
1633709504,81,13,Detector Off  (Veh Det #13),,,
1633709504,82,10,Detector On  (Veh Det #10),,,
1633709505,81,10,Detector Off  (Veh Det #10),,,
1633709507,3,2,Phase Min Complete  (Phase 2),,,
1633709508,82,9,Detector On  (Veh Det #9),,,
1633709508,81,9,Detector Off  (Veh Det #9),,,
1633709509,82,12,Detector On  (Veh Det #12),,,
1633709510,82,9,Detector On  (Veh Det #9),,,
1633709510,81,9,Detector Off  (Veh Det #9),,,
1633709511,81,12,Detector Off  (Veh Det #12),,,
1633709513,82,10,Detector On  (Veh Det #10),,,
1633709515,81,10,Detector Off  (Veh Det #10),,,
1633709515,82,10,Detector On  (Veh Det #10),,,
1633709516,81,10,Detector Off  (Veh Det #10),,,
1633709517,82,10,Detector On  (Veh Det #10),,,
1633709518,81,10,Detector Off  (Veh Det #10),,,
1633709520,82,11,Detector On  (Veh Det #11),,,
1633709521,82,10,Detector On  (Veh Det #10),,,
1633709521,22,2,Ped Begin Clearance  (Ped 2),,,
1633709521,42,2,Phase Hold Released  (Phase 2),,,
1633709521,46,2,Phase Omit On  (Phase 2),,,
1633709521,82,9,Detector On  (Veh Det #9),,,
1633709522,81,10,Detector Off  (Veh Det #10),,,
1633709522,82,10,Detector On  (Veh Det #10),,,
1633709522,81,9,Detector Off  (Veh Det #9),,,
1633709522,82,9,Detector On  (Veh Det #9),,,
1633709522,81,10,Detector Off  (Veh Det #10),,,
1633709523,81,9,Detector Off  (Veh Det #9),,,
1633709524,82,9,Detector On  (Veh Det #9),,,
1633709524,81,9,Detector Off  (Veh Det #9),,,
1633709525,81,11,Detector Off  (Veh Det #11),,,
1633709526,82,11,Detector On  (Veh Det #11),,,
1633709526,82,10,Detector On  (Veh Det #10),,,
1633709527,81,10,Detector Off  (Veh Det #10),,,
1633709527,81,11,Detector Off  (Veh Det #11),,,
1633709527,82,16,Detector On  (Veh Det #16),,,
1633709528,82,10,Detector On  (Veh Det #10),,,
1633709528,81,10,Detector Off  (Veh Det #10),,,
1633709528,82,1,Detector On  (Veh Det #1),,,
1633709528,2,1,Phase Check  (Phase 1),,,
1633709528,43,1,Phase Call Registered  (Phase 1),,,
1633709528,81,16,Detector Off  (Veh Det #16),,,
1633709529,82,11,Detector On  (Veh Det #11),,,
1633709529,82,10,Detector On  (Veh Det #10),,,
1633709529,82,16,Detector On  (Veh Det #16),,,
1633709530,81,16,Detector Off  (Veh Det #16),,,
1633709530,81,11,Detector Off  (Veh Det #11),,,
1633709530,81,10,Detector Off  (Veh Det #10),,,
1633709531,82,11,Detector On  (Veh Det #11),,,
1633709531,82,10,Detector On  (Veh Det #10),,,
1633709532,81,14,Detector Off  (Veh Det #14),,,
1633709532,81,10,Detector Off  (Veh Det #10),,,
1633709532,81,11,Detector Off  (Veh Det #11),,,
1633709534,82,13,Detector On  (Veh Det #13),,,
1633709534,82,11,Detector On  (Veh Det #11),,,
1633709534,81,13,Detector Off  (Veh Det #13),,,
1633709534,82,10,Detector On  (Veh Det #10),,,
1633709535,82,13,Detector On  (Veh Det #13),,,
1633709535,82,15,Detector On  (Veh Det #15),,,
1633709535,81,10,Detector Off  (Veh Det #10),,,
1633709535,81,13,Detector Off  (Veh Det #13),,,
1633709535,81,11,Detector Off  (Veh Det #11),,,
1633709536,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633709536,7,2,Phase Green Term  (Phase 2),,,
1633709536,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633709536,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633709536,47,2,Phase Omit Off  (Phase 2),,,
1633709536,47,4,Phase Omit Off  (Phase 4),,,
1633709536,49,4,Ped Omit Off  (Ped 4),,,
1633709536,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633709536,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633709536,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633709536,2,2,Phase Check  (Phase 2),,,
1633709536,47,1,Phase Omit Off  (Phase 1),,,
1633709536,49,1,Ped Omit Off  (Ped 1),,,
1633709537,81,2,Detector Off  (Veh Det #2),,,
1633709538,82,11,Detector On  (Veh Det #11),,,
1633709538,82,14,Detector On  (Veh Det #14),,,
1633709539,81,11,Detector Off  (Veh Det #11),,,
1633709539,82,2,Detector On  (Veh Det #2),,,
1633709540,82,12,Detector On  (Veh Det #12),,,
1633709540,82,10,Detector On  (Veh Det #10),,,
1633709540,9,2,Phase End Yellow Cl  (Phase 2),,,
1633709540,10,2,Phase Begin Red Cl  (Phase 2),,,
1633709540,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633709540,81,12,Detector Off  (Veh Det #12),,,
1633709541,81,10,Detector Off  (Veh Det #10),,,
1633709541,12,2,Phase Inactive  (Phase 2),,,
1633709541,11,2,Phase End Red Cl  (Phase 2),,,
1633709541,0,4,Phase On  (Phase 4),,,
1633709541,1,4,Phase Begin Green  (Phase 4),,,
1633709541,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633709541,31,1,Barrier Term  (Preceding Phase 1),,,
1633709541,48,4,Ped Omit On  (Ped 4),,,
1633709541,41,2,Phase Hold Active  (Phase 2),,,
1633709542,81,2,Detector Off  (Veh Det #2),,,
1633709543,82,11,Detector On  (Veh Det #11),,,
1633709544,82,2,Detector On  (Veh Det #2),,,
1633709544,82,10,Detector On  (Veh Det #10),,,
1633709544,81,11,Detector Off  (Veh Det #11),,,
1633709545,81,10,Detector Off  (Veh Det #10),,,
1633709546,82,11,Detector On  (Veh Det #11),,,
1633709546,81,14,Detector Off  (Veh Det #14),,,
1633709547,3,4,Phase Min Complete  (Phase 4),,,
1633709548,82,14,Detector On  (Veh Det #14),,,
1633709549,81,15,Detector Off  (Veh Det #15),,,
1633709549,81,11,Detector Off  (Veh Det #11),,,
1633709549,81,14,Detector Off  (Veh Det #14),,,
1633709552,82,14,Detector On  (Veh Det #14),,,
1633709554,82,13,Detector On  (Veh Det #13),,,
1633709555,81,13,Detector Off  (Veh Det #13),,,
1633709556,81,14,Detector Off  (Veh Det #14),,,
1633709559,82,14,Detector On  (Veh Det #14),,,
1633709559,81,14,Detector Off  (Veh Det #14),,,
1633709560,46,4,Phase Omit On  (Phase 4),,,
1633709561,81,4,Detector Off  (Veh Det #4),,,
1633709561,44,4,Phase Call Dropped  (Phase 4),,,
1633709564,7,4,Phase Green Term  (Phase 4),,,
1633709564,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633709564,4,4,Phase Gap Out  (Phase 4),,,
1633709568,9,4,Phase End Yellow Cl  (Phase 4),,,
1633709568,10,4,Phase Begin Red Cl  (Phase 4),,,
1633709569,12,4,Phase Inactive  (Phase 4),,,
1633709569,11,4,Phase End Red Cl  (Phase 4),,,
1633709569,0,1,Phase On  (Phase 1),,,
1633709569,1,1,Phase Begin Green  (Phase 1),,,
1633709569,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633709569,31,1,Barrier Term  (Preceding Phase 1),,,
1633709571,48,1,Ped Omit On  (Ped 1),,,
1633709573,46,1,Phase Omit On  (Phase 1),,,
1633709575,3,1,Phase Min Complete  (Phase 1),,,
1633709576,81,1,Detector Off  (Veh Det #1),,,
1633709576,44,1,Phase Call Dropped  (Phase 1),,,
1633709577,7,1,Phase Green Term  (Phase 1),,,
1633709577,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633709577,6,1,Phase Force Off  (Phase 1),,,
1633709581,9,1,Phase End Yellow Cl  (Phase 1),,,
1633709581,10,1,Phase Begin Red Cl  (Phase 1),,,
1633709582,12,1,Phase Inactive  (Phase 1),,,
1633709582,11,1,Phase End Red Cl  (Phase 1),,,
1633709582,0,2,Phase On  (Phase 2),,,
1633709582,1,2,Phase Begin Green  (Phase 2),,,
1633709582,21,2,Ped Begin Walk  (Ped 2),,,
1633709582,1102,2,Bike Call Off  (Phase 2),,,
1633709582,1103,2,Bike Call On  (Phase 2),,,
1633709583,82,14,Detector On  (Veh Det #14),,,
1633709584,82,4,Detector On  (Veh Det #4),,,
1633709584,2,4,Phase Check  (Phase 4),,,
1633709584,43,4,Phase Call Registered  (Phase 4),,,
1633709584,81,14,Detector Off  (Veh Det #14),,,
1633709589,82,9,Detector On  (Veh Det #9),,,
1633709589,81,2,Detector Off  (Veh Det #2),,,
1633709589,82,16,Detector On  (Veh Det #16),,,
1633709589,150,5,Coord Cycle State,,,
1633709589,150,1,Coord Cycle State,,,
1633709589,81,9,Detector Off  (Veh Det #9),,,
1633709589,81,16,Detector Off  (Veh Det #16),,,
1633709590,82,1,Detector On  (Veh Det #1),,,
1633709590,2,1,Phase Check  (Phase 1),,,
1633709590,43,1,Phase Call Registered  (Phase 1),,,
1633709590,3,2,Phase Min Complete  (Phase 2),,,
1633709591,82,14,Detector On  (Veh Det #14),,,
1633709591,4,2,Phase Gap Out  (Phase 2),,,
1633709594,90,4,Ped Detector On  (Ped Det #4),,,
1633709594,45,4,Ped Call Registered  (Ped 4),,,
1633709594,89,4,Ped Detector Off  (Ped Det #4),,,
1633709594,90,4,Ped Detector On  (Ped Det #4),,,
1633709594,81,1,Detector Off  (Veh Det #1),,,
1633709594,89,4,Ped Detector Off  (Ped Det #4),,,
1633709594,44,1,Phase Call Dropped  (Phase 1),,,
1633709594,90,4,Ped Detector On  (Ped Det #4),,,
1633709594,89,4,Ped Detector Off  (Ped Det #4),,,
1633709595,82,15,Detector On  (Veh Det #15),,,
1633709595,82,11,Detector On  (Veh Det #11),,,
1633709596,82,2,Detector On  (Veh Det #2),,,
1633709598,82,12,Detector On  (Veh Det #12),,,
1633709598,81,11,Detector Off  (Veh Det #11),,,
1633709598,81,12,Detector Off  (Veh Det #12),,,
1633709599,82,12,Detector On  (Veh Det #12),,,
1633709603,81,15,Detector Off  (Veh Det #15),,,
1633709605,81,12,Detector Off  (Veh Det #12),,,
1633709605,82,11,Detector On  (Veh Det #11),,,
1633709607,81,11,Detector Off  (Veh Det #11),,,
1633709607,82,11,Detector On  (Veh Det #11),,,
1633709607,82,12,Detector On  (Veh Det #12),,,
1633709608,81,11,Detector Off  (Veh Det #11),,,
1633709608,81,12,Detector Off  (Veh Det #12),,,
1633709609,82,11,Detector On  (Veh Det #11),,,
1633709609,82,9,Detector On  (Veh Det #9),,,
1633709610,81,11,Detector Off  (Veh Det #11),,,
1633709611,81,9,Detector Off  (Veh Det #9),,,
1633709611,82,11,Detector On  (Veh Det #11),,,
1633709611,22,2,Ped Begin Clearance  (Ped 2),,,
1633709611,42,2,Phase Hold Released  (Phase 2),,,
1633709611,46,2,Phase Omit On  (Phase 2),,,
1633709613,82,10,Detector On  (Veh Det #10),,,
1633709613,81,10,Detector Off  (Veh Det #10),,,
1633709614,81,11,Detector Off  (Veh Det #11),,,
1633709615,82,10,Detector On  (Veh Det #10),,,
1633709615,82,11,Detector On  (Veh Det #11),,,
1633709616,81,10,Detector Off  (Veh Det #10),,,
1633709617,81,11,Detector Off  (Veh Det #11),,,
1633709618,82,10,Detector On  (Veh Det #10),,,
1633709618,81,10,Detector Off  (Veh Det #10),,,
1633709619,82,10,Detector On  (Veh Det #10),,,
1633709619,81,10,Detector Off  (Veh Det #10),,,
1633709619,82,10,Detector On  (Veh Det #10),,,
1633709619,82,11,Detector On  (Veh Det #11),,,
1633709620,81,10,Detector Off  (Veh Det #10),,,
1633709620,81,11,Detector Off  (Veh Det #11),,,
1633709621,82,15,Detector On  (Veh Det #15),,,
1633709622,82,11,Detector On  (Veh Det #11),,,
1633709624,81,11,Detector Off  (Veh Det #11),,,
1633709624,82,12,Detector On  (Veh Det #12),,,
1633709625,81,12,Detector Off  (Veh Det #12),,,
1633709625,82,11,Detector On  (Veh Det #11),,,
1633709626,82,13,Detector On  (Veh Det #13),,,
1633709626,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633709626,7,2,Phase Green Term  (Phase 2),,,
1633709626,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633709626,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633709626,47,2,Phase Omit Off  (Phase 2),,,
1633709626,47,4,Phase Omit Off  (Phase 4),,,
1633709626,49,4,Ped Omit Off  (Ped 4),,,
1633709626,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633709626,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633709626,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633709626,2,2,Phase Check  (Phase 2),,,
1633709626,47,1,Phase Omit Off  (Phase 1),,,
1633709626,49,1,Ped Omit Off  (Ped 1),,,
1633709626,81,13,Detector Off  (Veh Det #13),,,
1633709626,81,11,Detector Off  (Veh Det #11),,,
1633709627,82,11,Detector On  (Veh Det #11),,,
1633709628,81,15,Detector Off  (Veh Det #15),,,
1633709628,81,11,Detector Off  (Veh Det #11),,,
1633709630,81,2,Detector Off  (Veh Det #2),,,
1633709630,9,2,Phase End Yellow Cl  (Phase 2),,,
1633709630,10,2,Phase Begin Red Cl  (Phase 2),,,
1633709630,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633709630,82,12,Detector On  (Veh Det #12),,,
1633709631,82,15,Detector On  (Veh Det #15),,,
1633709631,82,2,Detector On  (Veh Det #2),,,
1633709631,12,2,Phase Inactive  (Phase 2),,,
1633709631,11,2,Phase End Red Cl  (Phase 2),,,
1633709631,0,4,Phase On  (Phase 4),,,
1633709631,1,4,Phase Begin Green  (Phase 4),,,
1633709631,21,4,Ped Begin Walk  (Ped 4),,,
1633709631,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633709631,31,1,Barrier Term  (Preceding Phase 1),,,
1633709631,48,4,Ped Omit On  (Ped 4),,,
1633709631,41,2,Phase Hold Active  (Phase 2),,,
1633709631,81,12,Detector Off  (Veh Det #12),,,
1633709633,82,11,Detector On  (Veh Det #11),,,
1633709634,81,11,Detector Off  (Veh Det #11),,,
1633709635,82,11,Detector On  (Veh Det #11),,,
1633709636,81,15,Detector Off  (Veh Det #15),,,
1633709637,81,14,Detector Off  (Veh Det #14),,,
1633709637,3,4,Phase Min Complete  (Phase 4),,,
1633709637,81,11,Detector Off  (Veh Det #11),,,
1633709637,82,14,Detector On  (Veh Det #14),,,
1633709638,82,15,Detector On  (Veh Det #15),,,
1633709638,22,4,Ped Begin Clearance  (Ped 4),,,
1633709639,81,14,Detector Off  (Veh Det #14),,,
1633709640,81,15,Detector Off  (Veh Det #15),,,
1633709641,82,14,Detector On  (Veh Det #14),,,
1633709643,81,14,Detector Off  (Veh Det #14),,,
1633709644,82,14,Detector On  (Veh Det #14),,,
1633709645,81,4,Detector Off  (Veh Det #4),,,
1633709645,44,4,Phase Call Dropped  (Phase 4),,,
1633709645,82,4,Detector On  (Veh Det #4),,,
1633709645,43,4,Phase Call Registered  (Phase 4),,,
1633709645,81,14,Detector Off  (Veh Det #14),,,
1633709647,82,14,Detector On  (Veh Det #14),,,
1633709647,81,4,Detector Off  (Veh Det #4),,,
1633709647,44,4,Phase Call Dropped  (Phase 4),,,
1633709647,82,4,Detector On  (Veh Det #4),,,
1633709647,82,13,Detector On  (Veh Det #13),,,
1633709647,43,4,Phase Call Registered  (Phase 4),,,
1633709648,81,14,Detector Off  (Veh Det #14),,,
1633709648,81,13,Detector Off  (Veh Det #13),,,
1633709650,82,13,Detector On  (Veh Det #13),,,
1633709650,46,4,Phase Omit On  (Phase 4),,,
1633709650,82,14,Detector On  (Veh Det #14),,,
1633709650,81,14,Detector Off  (Veh Det #14),,,
1633709651,82,14,Detector On  (Veh Det #14),,,
1633709651,81,13,Detector Off  (Veh Det #13),,,
