Data,,,Translation,,Code,Formatting
1633707134,81,1,Phase Call Dropped  (Phase 1),,,
1633707135,44,1,Phase Omit On  (Phase 1),,,
1633707135,46,1,Phase Green Term  (Phase 1),,,
1633707135,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633707135,8,1,Phase Force Off  (Phase 1),,,
1633707135,6,1,Detector Off  (Veh Det #14),,,
1633707135,81,14,Detector On  (Veh Det #10),,,
1633707137,82,10,Detector Off  (Veh Det #10),,,
1633707139,81,10,Phase End Yellow Cl  (Phase 1),,,
1633707139,9,1,Phase Begin Red Cl  (Phase 1),,,
1633707140,10,1,Phase Inactive  (Phase 1),,,
1633707140,12,1,Phase End Red Cl  (Phase 1),,,
1633707140,11,1,Phase On  (Phase 2),,,
1633707140,0,2,Phase Begin Green  (Phase 2),,,
1633707140,1,2,Ped Begin Walk  (Ped 2),,,
1633707140,21,2,Bike Call Off  (Phase 2),,,
1633707140,1102,2,Bike Call On  (Phase 2),,,
1633707141,1103,2,Detector On  (Veh Det #14),,,
1633707143,82,14,Detector Off  (Veh Det #14),,,
1633707144,81,14,Detector Off  (Veh Det #11),,,
1633707145,81,11,Detector On  (Veh Det #11),,,
1633707145,82,11,Detector Off  (Veh Det #11),,,
1633707146,81,11,Detector On  (Veh Det #11),,,
1633707146,82,11,Detector On  (Veh Det #16),,,
1633707146,82,16,Detector Off  (Veh Det #16),,,
1633707146,81,16,Detector On  (Veh Det #1),,,
1633707146,82,1,Phase Check  (Phase 1),,,
1633707146,2,1,Phase Call Registered  (Phase 1),,,
1633707147,43,1,Detector Off  (Veh Det #11),,,
1633707147,81,11,Detector On  (Veh Det #16),,,
1633707148,82,16,Detector On  (Veh Det #13),,,
1633707148,82,13,Phase Min Complete  (Phase 2),,,
1633707148,3,2,Detector Off  (Veh Det #16),,,
1633707149,81,16,Detector Off  (Veh Det #13),,,
1633707149,81,13,Detector Off  (Veh Det #2),,,
1633707151,81,2,Coord Cycle State,,,
1633707151,150,5,Coord Cycle State,,,
1633707152,150,1,Detector On  (Veh Det #13),,,
1633707152,82,13,Phase Gap Out  (Phase 2),,,
1633707153,4,2,Detector Off  (Veh Det #13),,,
1633707155,81,13,Detector On  (Veh Det #12),,,
1633707155,82,12,Detector On  (Veh Det #2),,,
1633707155,82,2,Detector On  (Veh Det #9),,,
1633707156,82,9,Detector Off  (Veh Det #12),,,
1633707156,81,12,Detector Off  (Veh Det #9),,,
1633707156,81,9,Detector On  (Veh Det #14),,,
1633707157,82,14,Detector On  (Veh Det #11),,,
1633707157,82,11,Detector Off  (Veh Det #14),,,
1633707158,81,14,Detector Off  (Veh Det #11),,,
1633707159,81,11,Detector On  (Veh Det #11),,,
1633707160,82,11,Detector Off  (Veh Det #11),,,
1633707161,81,11,Detector On  (Veh Det #12),,,
1633707161,82,12,Detector On  (Veh Det #11),,,
1633707162,82,11,Detector Off  (Veh Det #12),,,
1633707162,81,12,Detector Off  (Veh Det #11),,,
1633707163,81,11,Ped Begin Clearance  (Ped 2),,,
1633707163,22,2,Phase Hold Released  (Phase 2),,,
1633707163,42,2,Phase Omit On  (Phase 2),,,
1633707163,46,2,Detector Off  (Veh Det #2),,,
1633707164,81,2,Detector On  (Veh Det #12),,,
1633707164,82,12,Detector On  (Veh Det #11),,,
1633707164,82,11,Detector On  (Veh Det #2),,,
1633707164,82,2,Detector Off  (Veh Det #11),,,
1633707164,81,11,Detector Off  (Veh Det #12),,,
1633707165,81,12,Detector On  (Veh Det #14),,,
1633707166,82,14,Detector On  (Veh Det #11),,,
1633707167,82,11,Detector Off  (Veh Det #14),,,
1633707167,81,14,Detector Off  (Veh Det #11),,,
1633707169,81,11,Detector On  (Veh Det #12),,,
1633707169,82,12,Detector On  (Veh Det #9),,,
1633707169,82,9,Detector Off  (Veh Det #12),,,
1633707170,81,12,Detector Off  (Veh Det #9),,,
1633707173,81,9,Detector Off  (Veh Det #2),,,
1633707173,81,2,Detector On  (Veh Det #10),,,
1633707173,82,10,Detector On  (Veh Det #2),,,
1633707174,82,2,Detector Off  (Veh Det #10),,,
1633707176,81,10,Detector On  (Veh Det #14),,,
1633707176,82,14,Detector Off  (Veh Det #2),,,
1633707176,81,2,Detector Off  (Veh Det #1),,,
1633707176,81,1,Detector Off  (Veh Det #14),,,
1633707176,81,14,Phase Call Dropped  (Phase 1),,,
1633707177,44,1,Detector On  (Veh Det #10),,,
1633707177,82,10,Detector On  (Veh Det #9),,,
1633707177,82,9,Detector On  (Veh Det #2),,,
1633707178,82,2,Detector Off  (Veh Det #9),,,
1633707178,81,9,Detector On  (Veh Det #9),,,
1633707178,82,9,Detector Off  (Veh Det #10),,,
1633707178,81,10,Detector Off  (Veh Det #9),,,
1633707178,81,9,Coord Phase Yield Pt  (Phase 4),,,
1633707178,151,4,Phase Green Term  (Phase 2),,,
1633707178,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633707178,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633707178,23,2,Phase Omit Off  (Phase 2),,,
1633707178,47,2,Phase Omit Off  (Phase 4),,,
1633707178,47,4,Ped Omit Off  (Ped 4),,,
1633707178,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633707178,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633707178,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633707178,151,3,Phase Check  (Phase 2),,,
1633707178,2,2,Phase Omit Off  (Phase 1),,,
1633707178,47,1,Ped Omit Off  (Ped 1),,,
1633707179,49,1,Detector On  (Veh Det #12),,,
1633707179,82,12,Detector On  (Veh Det #9),,,
1633707180,82,9,Detector Off  (Veh Det #9),,,
1633707180,81,9,Detector Off  (Veh Det #12),,,
1633707180,81,12,Detector On  (Veh Det #10),,,
1633707181,82,10,Detector Off  (Veh Det #10),,,
1633707182,81,10,Detector On  (Veh Det #14),,,
1633707182,82,14,Detector On  (Veh Det #12),,,
1633707182,82,12,Phase End Yellow Cl  (Phase 2),,,
1633707182,9,2,Phase Begin Red Cl  (Phase 2),,,
1633707182,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633707182,64,1,Detector On  (Veh Det #10),,,
1633707183,82,10,Detector Off  (Veh Det #14),,,
1633707183,81,14,Detector Off  (Veh Det #10),,,
1633707183,81,10,Detector Off  (Veh Det #12),,,
1633707183,81,12,Phase Inactive  (Phase 2),,,
1633707183,12,2,Phase End Red Cl  (Phase 2),,,
1633707183,11,2,Phase On  (Phase 4),,,
1633707183,0,4,Phase Begin Green  (Phase 4),,,
1633707183,1,4,Overlap Off  (Overlap  (Overlap A),,,
1633707183,65,1,Barrier Term  (Preceding Phase 1),,,
1633707183,31,1,Ped Omit On  (Ped 4),,,
1633707183,48,4,Phase Hold Active  (Phase 2),,,
1633707184,41,2,Detector On  (Veh Det #12),,,
1633707185,82,12,Detector On  (Veh Det #10),,,
1633707185,82,10,Detector Off  (Veh Det #10),,,
1633707185,81,10,Detector Off  (Veh Det #12),,,
1633707185,81,12,Detector On  (Veh Det #10),,,
1633707186,82,10,Detector Off  (Veh Det #10),,,
1633707186,81,10,Detector On  (Veh Det #10),,,
1633707187,82,10,Detector Off  (Veh Det #10),,,
1633707187,81,10,Detector On  (Veh Det #13),,,
1633707188,82,13,Detector Off  (Veh Det #13),,,
1633707188,81,13,Detector On  (Veh Det #15),,,
1633707189,82,15,Detector On  (Veh Det #9),,,
1633707189,82,9,Phase Min Complete  (Phase 4),,,
1633707189,3,4,Detector Off  (Veh Det #15),,,
1633707190,81,15,Detector On  (Veh Det #16),,,
1633707190,82,16,Detector Off  (Veh Det #9),,,
1633707190,81,9,Detector On  (Veh Det #1),,,
1633707190,82,1,Phase Check  (Phase 1),,,
1633707190,2,1,Phase Call Registered  (Phase 1),,,
1633707191,43,1,Detector Off  (Veh Det #16),,,
1633707191,81,16,Detector On  (Veh Det #14),,,
1633707191,82,14,Detector On  (Veh Det #15),,,
1633707192,82,15,Detector Off  (Veh Det #14),,,
1633707193,81,14,Detector Off  (Veh Det #15),,,
1633707193,81,15,Detector On  (Veh Det #15),,,
1633707194,82,15,Detector Off  (Veh Det #15),,,
1633707194,81,15,Detector On  (Veh Det #15),,,
1633707194,82,15,Detector On  (Veh Det #14),,,
1633707195,82,14,Detector Off  (Veh Det #15),,,
1633707195,81,15,Detector On  (Veh Det #15),,,
1633707196,82,15,Detector Off  (Veh Det #14),,,
1633707196,81,14,Detector Off  (Veh Det #15),,,
1633707196,81,15,Detector On  (Veh Det #15),,,
1633707197,82,15,Detector Off  (Veh Det #15),,,
1633707200,81,15,Ped Detector On  (Ped Det #4),,,
1633707200,90,4,Ped Call Registered  (Ped 4),,,
1633707200,45,4,Ped Detector Off  (Ped Det #4),,,
1633707201,89,4,Ped Detector On  (Ped Det #4),,,
1633707201,90,4,Ped Detector Off  (Ped Det #4),,,
1633707202,89,4,Phase Omit On  (Phase 4),,,
1633707205,46,4,Detector On  (Veh Det #14),,,
1633707206,82,14,Detector Off  (Veh Det #14),,,
1633707207,81,14,Detector Off  (Veh Det #4),,,
1633707207,81,4,Phase Call Dropped  (Phase 4),,,
1633707208,44,4,Detector On  (Veh Det #4),,,
1633707208,82,4,Phase Call Registered  (Phase 4),,,
1633707208,43,4,Ped Detector On  (Ped Det #4),,,
1633707208,90,4,Ped Detector Off  (Ped Det #4),,,
1633707208,89,4,Detector Off  (Veh Det #4),,,
1633707208,81,4,Phase Call Dropped  (Phase 4),,,
1633707209,44,4,Ped Detector On  (Ped Det #4),,,
1633707209,90,4,Ped Detector Off  (Ped Det #4),,,
1633707211,89,4,Phase Green Term  (Phase 4),,,
1633707211,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633707211,8,4,Phase Gap Out  (Phase 4),,,
1633707211,4,4,Phase Check  (Phase 4),,,
1633707213,2,4,Phase Force Off  (Phase 4),,,
1633707215,6,4,Phase End Yellow Cl  (Phase 4),,,
1633707215,9,4,Phase Begin Red Cl  (Phase 4),,,
1633707216,10,4,Detector On  (Veh Det #4),,,
1633707216,82,4,Phase Call Registered  (Phase 4),,,
1633707216,43,4,Detector On  (Veh Det #14),,,
1633707216,82,14,Phase Inactive  (Phase 4),,,
1633707216,12,4,Phase End Red Cl  (Phase 4),,,
1633707216,11,4,Phase On  (Phase 1),,,
1633707216,0,1,Phase Begin Green  (Phase 1),,,
1633707216,1,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633707216,61,1,Barrier Term  (Preceding Phase 1),,,
1633707216,31,1,Ped Omit On  (Ped 1),,,
1633707216,48,1,Detector Off  (Veh Det #14),,,
1633707217,81,14,Detector Off  (Veh Det #4),,,
1633707217,81,4,Phase Omit On  (Phase 1),,,
1633707218,46,1,Detector On  (Veh Det #12),,,
1633707218,82,12,Detector Off  (Veh Det #12),,,
1633707220,81,12,Detector On  (Veh Det #12),,,
1633707222,82,12,Phase Min Complete  (Phase 1),,,
1633707224,3,1,Phase Green Term  (Phase 1),,,
1633707224,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633707224,8,1,Phase Force Off  (Phase 1),,,
1633707224,6,1,Phase Check  (Phase 1),,,
1633707225,2,1,Detector On  (Veh Det #10),,,
1633707225,82,10,Detector Off  (Veh Det #10),,,
1633707226,81,10,Detector Off  (Veh Det #1),,,
1633707226,81,1,Phase Call Dropped  (Phase 1),,,
1633707228,44,1,Ped Detector On  (Ped Det #4),,,
1633707228,90,4,Phase End Yellow Cl  (Phase 1),,,
1633707228,9,1,Phase Begin Red Cl  (Phase 1),,,
1633707229,10,1,Ped Detector Off  (Ped Det #4),,,
1633707229,89,4,Phase Inactive  (Phase 1),,,
1633707229,12,1,Phase End Red Cl  (Phase 1),,,
1633707229,11,1,Phase On  (Phase 2),,,
1633707229,0,2,Phase Begin Green  (Phase 2),,,
1633707229,1,2,Ped Begin Walk  (Ped 2),,,
1633707229,21,2,Bike Call Off  (Phase 2),,,
1633707229,1102,2,Bike Call On  (Phase 2),,,
1633707231,1103,2,Coord Cycle State,,,
1633707231,150,5,Coord Cycle State,,,
1633707232,150,1,Detector Off  (Veh Det #12),,,
1633707233,81,12,Detector On  (Veh Det #11),,,
1633707234,82,11,Detector On  (Veh Det #12),,,
1633707235,82,12,Detector On  (Veh Det #15),,,
1633707235,82,15,Detector Off  (Veh Det #11),,,
1633707235,81,11,Detector On  (Veh Det #4),,,
1633707236,82,4,Detector Off  (Veh Det #15),,,
1633707237,81,15,Phase Min Complete  (Phase 2),,,
1633707239,3,2,Detector On  (Veh Det #10),,,
1633707240,82,10,Detector Off  (Veh Det #10),,,
1633707240,81,10,Detector On  (Veh Det #10),,,
1633707240,82,10,Detector Off  (Veh Det #10),,,
1633707242,81,10,Detector On  (Veh Det #15),,,
1633707243,82,15,Ped Begin Clearance  (Ped 2),,,
1633707243,22,2,Phase Hold Released  (Phase 2),,,
1633707243,42,2,Phase Omit On  (Phase 2),,,
1633707244,46,2,Detector On  (Veh Det #11),,,
1633707244,82,11,Detector Off  (Veh Det #12),,,
1633707246,81,12,Detector Off  (Veh Det #11),,,
1633707248,81,11,Detector On  (Veh Det #11),,,
1633707249,82,11,Detector On  (Veh Det #9),,,
1633707249,82,9,Detector On  (Veh Det #10),,,
1633707250,82,10,Detector Off  (Veh Det #10),,,
1633707250,81,10,Detector Off  (Veh Det #11),,,
1633707250,81,11,Detector On  (Veh Det #16),,,
1633707250,82,16,Detector On  (Veh Det #10),,,
1633707250,82,10,Detector Off  (Veh Det #9),,,
1633707250,81,9,Detector Off  (Veh Det #10),,,
1633707251,81,10,Detector On  (Veh Det #1),,,
1633707251,82,1,Phase Check  (Phase 1),,,
1633707251,2,1,Phase Call Registered  (Phase 1),,,
1633707251,43,1,Detector Off  (Veh Det #16),,,
1633707252,81,16,Ped Detector On  (Ped Det #4),,,
1633707252,90,4,Detector On  (Veh Det #11),,,
1633707252,82,11,Ped Detector Off  (Ped Det #4),,,
1633707252,89,4,Detector On  (Veh Det #10),,,
1633707253,82,10,Detector Off  (Veh Det #2),,,
1633707253,81,2,Detector On  (Veh Det #2),,,
1633707253,82,2,Detector Off  (Veh Det #10),,,
1633707253,81,10,Detector Off  (Veh Det #11),,,
1633707255,81,11,Detector Off  (Veh Det #2),,,
1633707257,81,2,Detector On  (Veh Det #13),,,
1633707257,82,13,Detector Off  (Veh Det #13),,,
1633707258,81,13,Coord Phase Yield Pt  (Phase 4),,,
1633707258,151,4,Phase Green Term  (Phase 2),,,
1633707258,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633707258,8,2,Phase Gap Out  (Phase 2),,,
1633707258,4,2,Ped Begin Don’t Walk  (Ped 2),,,
1633707258,23,2,Phase Omit Off  (Phase 2),,,
1633707258,47,2,Phase Omit Off  (Phase 4),,,
1633707258,47,4,Ped Omit Off  (Ped 4),,,
1633707258,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633707258,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633707258,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633707258,151,3,Phase Check  (Phase 2),,,
1633707258,2,2,Phase Omit Off  (Phase 1),,,
1633707258,47,1,Ped Omit Off  (Ped 1),,,
1633707258,49,1,Detector Off  (Veh Det #1),,,
1633707258,81,1,Phase Call Dropped  (Phase 1),,,
1633707259,44,1,Detector On  (Veh Det #12),,,
1633707260,82,12,Detector On  (Veh Det #2),,,
1633707260,82,2,Detector Off  (Veh Det #12),,,
1633707260,81,12,Detector On  (Veh Det #11),,,
1633707261,82,11,Detector Off  (Veh Det #11),,,
1633707262,81,11,Phase End Yellow Cl  (Phase 2),,,
1633707262,9,2,Phase Begin Red Cl  (Phase 2),,,
1633707262,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633707262,64,1,Detector Off  (Veh Det #2),,,
1633707263,81,2,Phase Inactive  (Phase 2),,,
1633707263,12,2,Phase End Red Cl  (Phase 2),,,
1633707263,11,2,Phase On  (Phase 4),,,
1633707263,0,4,Phase Begin Green  (Phase 4),,,
1633707263,1,4,Ped Begin Walk  (Ped 4),,,
1633707263,21,4,Overlap Off  (Overlap  (Overlap A),,,
1633707263,65,1,Barrier Term  (Preceding Phase 1),,,
1633707263,31,1,Ped Omit On  (Ped 4),,,
1633707263,48,4,Phase Hold Active  (Phase 2),,,
1633707268,41,2,Detector On  (Veh Det #14),,,
1633707269,82,14,Detector Off  (Veh Det #15),,,
1633707269,81,15,Phase Min Complete  (Phase 4),,,
1633707270,3,4,Detector Off  (Veh Det #14),,,
1633707270,81,14,Ped Begin Clearance  (Ped 4),,,
1633707270,22,4,Detector On  (Veh Det #14),,,
1633707271,82,14,Detector On  (Veh Det #15),,,
1633707272,82,15,Detector Off  (Veh Det #14),,,
1633707272,81,14,Detector On  (Veh Det #14),,,
1633707272,82,14,Detector Off  (Veh Det #15),,,
1633707272,81,15,Detector Off  (Veh Det #14),,,
1633707274,81,14,Detector On  (Veh Det #14),,,
1633707274,82,14,Detector On  (Veh Det #15),,,
1633707275,82,15,Detector Off  (Veh Det #15),,,
1633707275,81,15,Detector Off  (Veh Det #14),,,
1633707276,81,14,Detector On  (Veh Det #15),,,
1633707277,82,15,Detector Off  (Veh Det #15),,,
1633707277,81,15,Detector On  (Veh Det #14),,,
1633707279,82,14,Detector Off  (Veh Det #14),,,
1633707280,81,14,Detector On  (Veh Det #15),,,
1633707281,82,15,Detector Off  (Veh Det #15),,,
1633707281,81,15,Detector On  (Veh Det #14),,,
1633707282,82,14,Detector Off  (Veh Det #14),,,
1633707282,81,14,Phase Omit On  (Phase 4),,,
1633707283,46,4,Detector On  (Veh Det #15),,,
1633707283,82,15,Detector Off  (Veh Det #15),,,
1633707288,81,15,Detector On  (Veh Det #13),,,
1633707289,82,13,Detector Off  (Veh Det #13),,,
1633707291,81,13,Detector On  (Veh Det #12),,,
1633707291,82,12,Ped Begin Don’t Walk  (Ped 4),,,
1633707292,23,4,Detector On  (Veh Det #2),,,
1633707292,82,2,Detector Off  (Veh Det #12),,,
1633707293,81,12,Detector Off  (Veh Det #4),,,
1633707293,81,4,Phase Call Dropped  (Phase 4),,,
1633707293,44,4,Phase Green Term  (Phase 4),,,
1633707293,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633707293,8,4,Phase Force Off  (Phase 4),,,
1633707293,6,4,Phase Check  (Phase 4),,,
1633707293,2,4,Phase Call Registered  (Phase 4),,,
1633707295,43,4,Phase Omit On  (Phase 1),,,
1633707295,46,1,Detector On  (Veh Det #12),,,
1633707297,82,12,Detector Off  (Veh Det #12),,,
1633707297,81,12,Detector On  (Veh Det #11),,,
1633707297,82,11,Phase End Yellow Cl  (Phase 4),,,
1633707297,9,4,Phase Begin Red Cl  (Phase 4),,,
1633707298,10,4,Detector On  (Veh Det #14),,,
1633707298,82,14,Detector Off  (Veh Det #11),,,
1633707298,81,11,Phase Inactive  (Phase 4),,,
1633707298,12,4,Phase End Red Cl  (Phase 4),,,
1633707298,11,4,Phase On  (Phase 2),,,
1633707298,0,2,Phase Begin Green  (Phase 2),,,
1633707298,1,2,Ped Begin Walk  (Ped 2),,,
1633707298,21,2,Bike Call Off  (Phase 2),,,
1633707298,1102,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633707298,64,1,Barrier Term  (Preceding Phase 1),,,
1633707298,31,1,Bike Call On  (Phase 2),,,
1633707298,1103,2,Overlap Begin Green  (Overlap  (Overlap A),,,
1633707299,61,1,Detector Off  (Veh Det #14),,,
1633707299,81,14,Detector On  (Veh Det #4),,,
1633707304,82,4,Detector On  (Veh Det #11),,,
1633707305,82,11,Detector Off  (Veh Det #11),,,
1633707305,81,11,Detector On  (Veh Det #13),,,
1633707306,82,13,Detector Off  (Veh Det #13),,,
1633707306,81,13,Phase Min Complete  (Phase 2),,,
1633707306,3,2,Detector On  (Veh Det #11),,,
1633707307,82,11,Detector On  (Veh Det #16),,,
1633707307,82,16,Detector Off  (Veh Det #16),,,
1633707307,81,16,Detector On  (Veh Det #1),,,
1633707307,82,1,Phase Check  (Phase 1),,,
1633707307,2,1,Phase Call Registered  (Phase 1),,,
1633707307,43,1,Detector Off  (Veh Det #11),,,
1633707309,81,11,Detector Off  (Veh Det #2),,,
1633707311,81,2,Coord Cycle State,,,
1633707311,150,5,Ped Omit On  (Ped 1),,,
1633707311,48,1,Coord Cycle State,,,
1633707312,150,1,Phase Gap Out  (Phase 2),,,
1633707312,4,2,Detector Off  (Veh Det #1),,,
1633707312,81,1,Phase Call Dropped  (Phase 1),,,
1633707317,44,1,Detector On  (Veh Det #10),,,
1633707317,82,10,Detector On  (Veh Det #2),,,
1633707318,82,2,Detector Off  (Veh Det #10),,,
1633707320,81,10,Detector Off  (Veh Det #2),,,
1633707323,81,2,Phase Gap Out  (Phase 2),,,
1633707323,4,2,Ped Begin Clearance  (Ped 2),,,
1633707323,22,2,Phase Hold Released  (Phase 2),,,
1633707323,42,2,Phase Omit On  (Phase 2),,,
1633707323,46,2,Detector On  (Veh Det #12),,,
1633707323,82,12,Detector On  (Veh Det #11),,,
1633707324,82,11,Detector On  (Veh Det #2),,,
1633707324,82,2,Detector Off  (Veh Det #11),,,
1633707324,81,11,Detector Off  (Veh Det #12),,,
1633707327,81,12,Detector Off  (Veh Det #2),,,
1633707328,81,2,Detector On  (Veh Det #10),,,
1633707328,82,10,Detector Off  (Veh Det #10),,,
1633707328,81,10,Detector On  (Veh Det #2),,,
1633707329,82,2,Detector On  (Veh Det #9),,,
1633707330,82,9,Detector Off  (Veh Det #9),,,
1633707332,81,9,Detector On  (Veh Det #16),,,
1633707332,82,16,Detector Off  (Veh Det #2),,,
1633707332,81,2,Detector Off  (Veh Det #16),,,
1633707333,81,16,Detector On  (Veh Det #1),,,
1633707333,82,1,Phase Check  (Phase 1),,,
1633707333,2,1,Phase Call Registered  (Phase 1),,,
1633707335,43,1,Phase Gap Out  (Phase 2),,,
1633707335,4,2,Detector On  (Veh Det #13),,,
1633707335,82,13,Detector Off  (Veh Det #1),,,
1633707335,81,1,Detector On  (Veh Det #14),,,
1633707335,82,14,Phase Call Dropped  (Phase 1),,,
1633707336,44,1,Detector Off  (Veh Det #14),,,
1633707336,81,14,Detector On  (Veh Det #14),,,
1633707336,82,14,Detector Off  (Veh Det #14),,,
1633707336,81,14,Detector Off  (Veh Det #13),,,
1633707337,81,13,Detector On  (Veh Det #11),,,
1633707338,82,11,Detector On  (Veh Det #2),,,
1633707338,82,2,Detector Off  (Veh Det #11),,,
1633707338,81,11,Coord Phase Yield Pt  (Phase 4),,,
1633707338,151,4,Phase Green Term  (Phase 2),,,
1633707338,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633707338,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633707338,23,2,Phase Omit Off  (Phase 2),,,
1633707338,47,2,Phase Omit Off  (Phase 4),,,
1633707338,47,4,Ped Omit Off  (Ped 4),,,
1633707338,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633707338,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633707338,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633707338,151,3,Phase Check  (Phase 2),,,
1633707338,2,2,Phase Omit Off  (Phase 1),,,
1633707338,47,1,Ped Omit Off  (Ped 1),,,
1633707339,49,1,Detector Off  (Veh Det #2),,,
1633707340,81,2,Detector On  (Veh Det #11),,,
1633707341,82,11,Detector On  (Veh Det #2),,,
1633707341,82,2,Detector Off  (Veh Det #11),,,
1633707342,81,11,Phase End Yellow Cl  (Phase 2),,,
1633707342,9,2,Phase Begin Red Cl  (Phase 2),,,
1633707342,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633707342,64,1,Detector Off  (Veh Det #2),,,
1633707342,81,2,Detector On  (Veh Det #2),,,
1633707342,82,2,Detector On  (Veh Det #11),,,
1633707343,82,11,Phase Inactive  (Phase 2),,,
1633707343,12,2,Phase End Red Cl  (Phase 2),,,
1633707343,11,2,Phase On  (Phase 4),,,
1633707343,0,4,Phase Begin Green  (Phase 4),,,
1633707343,1,4,Overlap Off  (Overlap  (Overlap A),,,
1633707343,65,1,Barrier Term  (Preceding Phase 1),,,
1633707343,31,1,Detector Off  (Veh Det #2),,,
1633707343,81,2,Ped Omit On  (Ped 4),,,
1633707343,48,4,Phase Hold Active  (Phase 2),,,
1633707343,41,2,Detector Off  (Veh Det #11),,,
1633707343,81,11,Detector On  (Veh Det #2),,,
1633707349,82,2,Phase Min Complete  (Phase 4),,,
1633707349,3,4,Detector On  (Veh Det #11),,,
1633707351,82,11,Detector On  (Veh Det #14),,,
1633707352,82,14,Detector Off  (Veh Det #14),,,
1633707352,81,14,Detector On  (Veh Det #13),,,
1633707352,82,13,Detector Off  (Veh Det #11),,,
1633707353,81,11,Detector Off  (Veh Det #13),,,
1633707358,81,13,Detector Off  (Veh Det #4),,,
1633707358,81,4,Phase Call Dropped  (Phase 4),,,
1633707359,44,4,Detector On  (Veh Det #4),,,
1633707359,82,4,Phase Call Registered  (Phase 4),,,
1633707360,43,4,Detector Off  (Veh Det #4),,,
1633707360,81,4,Phase Call Dropped  (Phase 4),,,
1633707360,44,4,Detector On  (Veh Det #14),,,
1633707361,82,14,Detector Off  (Veh Det #14),,,
1633707361,81,14,Detector On  (Veh Det #14),,,
1633707361,82,14,Detector On  (Veh Det #4),,,
1633707361,82,4,Phase Call Registered  (Phase 4),,,
1633707362,43,4,Detector Off  (Veh Det #14),,,
1633707362,81,14,Detector On  (Veh Det #13),,,
1633707362,82,13,Phase Omit On  (Phase 4),,,
1633707363,46,4,Detector Off  (Veh Det #13),,,
1633707366,81,13,Detector Off  (Veh Det #4),,,
1633707366,81,4,Phase Call Dropped  (Phase 4),,,
1633707368,44,4,Phase Green Term  (Phase 4),,,
1633707368,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633707368,8,4,Phase Gap Out  (Phase 4),,,
1633707372,4,4,Phase End Yellow Cl  (Phase 4),,,
1633707372,9,4,Phase Begin Red Cl  (Phase 4),,,
1633707373,10,4,Phase Force Off  (Phase 4),,,
1633707373,6,4,Phase Inactive  (Phase 4),,,
1633707373,12,4,Phase End Red Cl  (Phase 4),,,
1633707373,11,4,Phase On  (Phase 2),,,
1633707373,0,2,Phase Begin Green  (Phase 2),,,
1633707373,1,2,Ped Begin Walk  (Ped 2),,,
1633707373,21,2,Bike Call Off  (Phase 2),,,
1633707373,1102,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633707373,64,1,Barrier Term  (Preceding Phase 1),,,
1633707373,31,1,Bike Call On  (Phase 2),,,
1633707373,1103,2,Ped Omit On  (Ped 1),,,
1633707373,48,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633707376,61,1,Detector On  (Veh Det #14),,,
1633707376,82,14,Detector On  (Veh Det #4),,,
1633707376,82,4,Phase Check  (Phase 4),,,
1633707376,2,4,Phase Call Registered  (Phase 4),,,
1633707377,43,4,Detector Off  (Veh Det #14),,,
1633707380,81,14,Phase Omit On  (Phase 1),,,
1633707380,46,1,Detector On  (Veh Det #11),,,
1633707381,82,11,Phase Min Complete  (Phase 2),,,
1633707382,3,2,Detector Off  (Veh Det #11),,,
1633707383,81,11,Detector On  (Veh Det #14),,,
1633707384,82,14,Detector On  (Veh Det #11),,,
1633707385,82,11,Detector On  (Veh Det #12),,,
1633707386,82,12,Detector Off  (Veh Det #11),,,
1633707386,81,11,Detector Off  (Veh Det #12),,,
1633707389,81,12,Detector On  (Veh Det #12),,,
1633707389,82,12,Detector Off  (Veh Det #14),,,
1633707390,81,14,Detector Off  (Veh Det #12),,,
1633707390,81,12,Detector On  (Veh Det #12),,,
1633707391,82,12,Coord Cycle State,,,
1633707391,150,5,Detector Off  (Veh Det #12),,,
