Data,,,Translation,,Code,Formatting
1633705700,43,4,Detector Off  (Veh Det #14),,,
1633705701,81,14,Detector Off  (Veh Det #4),,,
1633705701,81,4,Phase Call Dropped  (Phase 4),,,
1633705702,44,4,Phase Omit On  (Phase 4),,,
1633705704,46,4,Phase Gap Out  (Phase 4),,,
1633705707,4,4,Detector On  (Veh Det #14),,,
1633705707,82,14,Detector On  (Veh Det #4),,,
1633705707,82,4,Phase Call Registered  (Phase 4),,,
1633705708,43,4,Detector Off  (Veh Det #14),,,
1633705708,81,14,Detector On  (Veh Det #13),,,
1633705709,82,13,Detector Off  (Veh Det #13),,,
1633705710,81,13,Detector On  (Veh Det #14),,,
1633705710,82,14,Detector Off  (Veh Det #4),,,
1633705710,81,4,Phase Call Dropped  (Phase 4),,,
1633705710,44,4,Detector On  (Veh Det #4),,,
1633705710,82,4,Phase Call Registered  (Phase 4),,,
1633705711,43,4,Detector Off  (Veh Det #14),,,
1633705711,81,14,Ped Begin Don’t Walk  (Ped 4),,,
1633705713,23,4,Detector On  (Veh Det #13),,,
1633705713,82,13,Detector Off  (Veh Det #4),,,
1633705713,81,4,Phase Call Dropped  (Phase 4),,,
1633705713,44,4,Detector On  (Veh Det #4),,,
1633705713,82,4,Phase Call Registered  (Phase 4),,,
1633705713,43,4,Detector Off  (Veh Det #13),,,
1633705713,81,13,Phase Green Term  (Phase 4),,,
1633705713,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633705713,8,4,Phase Force Off  (Phase 4),,,
1633705714,6,4,Phase Check  (Phase 4),,,
1633705715,2,4,Phase Omit On  (Phase 1),,,
1633705716,46,1,Detector Off  (Veh Det #4),,,
1633705716,81,4,Detector On  (Veh Det #13),,,
1633705717,82,13,Detector Off  (Veh Det #13),,,
1633705717,81,13,Detector On  (Veh Det #4),,,
1633705717,82,4,Phase End Yellow Cl  (Phase 4),,,
1633705717,9,4,Phase Begin Red Cl  (Phase 4),,,
1633705718,10,4,Phase Inactive  (Phase 4),,,
1633705718,12,4,Phase End Red Cl  (Phase 4),,,
1633705718,11,4,Phase On  (Phase 2),,,
1633705718,0,2,Phase Begin Green  (Phase 2),,,
1633705718,1,2,Ped Begin Walk  (Ped 2),,,
1633705718,21,2,Bike Call Off  (Phase 2),,,
1633705718,1102,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705718,64,1,Barrier Term  (Preceding Phase 1),,,
1633705719,31,1,Bike Call On  (Phase 2),,,
1633705719,1103,2,Overlap Begin Green  (Overlap  (Overlap A),,,
1633705723,61,1,Detector Off  (Veh Det #11),,,
1633705724,81,11,Detector On  (Veh Det #10),,,
1633705724,82,10,Detector On  (Veh Det #11),,,
1633705724,82,11,Detector Off  (Veh Det #10),,,
1633705725,81,10,Detector On  (Veh Det #12),,,
1633705725,82,12,Detector Off  (Veh Det #12),,,
1633705726,81,12,Detector On  (Veh Det #15),,,
1633705726,82,15,Detector Off  (Veh Det #11),,,
1633705726,81,11,Phase Min Complete  (Phase 2),,,
1633705727,3,2,Detector Off  (Veh Det #15),,,
1633705727,81,15,Detector On  (Veh Det #11),,,
1633705729,82,11,Detector Off  (Veh Det #11),,,
1633705731,81,11,Detector Off  (Veh Det #2),,,
1633705731,81,2,Detector On  (Veh Det #11),,,
1633705731,82,11,Coord Cycle State,,,
1633705731,150,5,Ped Omit On  (Ped 1),,,
1633705732,48,1,Coord Cycle State,,,
1633705732,150,1,Detector On  (Veh Det #2),,,
1633705733,82,2,Detector Off  (Veh Det #11),,,
1633705734,81,11,Detector On  (Veh Det #11),,,
1633705735,82,11,Detector Off  (Veh Det #11),,,
1633705737,81,11,Detector On  (Veh Det #11),,,
1633705737,82,11,Detector Off  (Veh Det #2),,,
1633705737,81,2,Detector On  (Veh Det #2),,,
1633705738,82,2,Detector Off  (Veh Det #11),,,
1633705739,81,11,Detector On  (Veh Det #12),,,
1633705740,82,12,Detector Off  (Veh Det #12),,,
1633705743,81,12,Ped Begin Clearance  (Ped 2),,,
1633705743,22,2,Phase Hold Released  (Phase 2),,,
1633705743,42,2,Phase Omit On  (Phase 2),,,
1633705746,46,2,Detector On  (Veh Det #12),,,
1633705746,82,12,Detector On  (Veh Det #9),,,
1633705746,82,9,Detector On  (Veh Det #10),,,
1633705747,82,10,Detector Off  (Veh Det #12),,,
1633705747,81,12,Detector On  (Veh Det #11),,,
1633705747,82,11,Detector Off  (Veh Det #9),,,
1633705748,81,9,Detector Off  (Veh Det #10),,,
1633705748,81,10,Detector On  (Veh Det #9),,,
1633705748,82,9,Detector Off  (Veh Det #9),,,
1633705748,81,9,Detector On  (Veh Det #9),,,
1633705749,82,9,Detector Off  (Veh Det #9),,,
1633705749,81,9,Detector Off  (Veh Det #11),,,
1633705750,81,11,Detector On  (Veh Det #10),,,
1633705751,82,10,Detector Off  (Veh Det #10),,,
1633705752,81,10,Detector On  (Veh Det #11),,,
1633705753,82,11,Detector On  (Veh Det #10),,,
1633705753,82,10,Detector Off  (Veh Det #10),,,
1633705754,81,10,Detector On  (Veh Det #10),,,
1633705754,82,10,Detector Off  (Veh Det #10),,,
1633705754,81,10,Detector Off  (Veh Det #11),,,
1633705754,81,11,Detector On  (Veh Det #10),,,
1633705755,82,10,Detector Off  (Veh Det #10),,,
1633705756,81,10,Detector On  (Veh Det #11),,,
1633705757,82,11,Detector Off  (Veh Det #11),,,
1633705757,81,11,Detector On  (Veh Det #16),,,
1633705758,82,16,Detector On  (Veh Det #10),,,
1633705758,82,10,Detector Off  (Veh Det #10),,,
1633705758,81,10,Coord Phase Yield Pt  (Phase 4),,,
1633705758,151,4,Phase Green Term  (Phase 2),,,
1633705758,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633705758,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633705758,23,2,Phase Omit Off  (Phase 2),,,
1633705758,47,2,Phase Omit Off  (Phase 4),,,
1633705758,47,4,Ped Omit Off  (Ped 4),,,
1633705758,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633705758,63,1,Detector On  (Veh Det #10),,,
1633705758,82,10,Coord Phase Yield Pt  (Phase 1),,,
1633705758,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633705758,151,3,Phase Check  (Phase 2),,,
1633705758,2,2,Phase Omit Off  (Phase 1),,,
1633705758,47,1,Ped Omit Off  (Ped 1),,,
1633705759,49,1,Detector Off  (Veh Det #10),,,
1633705759,81,10,Detector On  (Veh Det #1),,,
1633705759,82,1,Phase Check  (Phase 1),,,
1633705759,2,1,Phase Call Registered  (Phase 1),,,
1633705760,43,1,Detector On  (Veh Det #14),,,
1633705760,82,14,Detector Off  (Veh Det #16),,,
1633705760,81,16,Detector On  (Veh Det #10),,,
1633705761,82,10,Detector Off  (Veh Det #10),,,
1633705761,81,10,Detector Off  (Veh Det #14),,,
1633705761,81,14,Detector On  (Veh Det #10),,,
1633705761,82,10,Detector On  (Veh Det #11),,,
1633705761,82,11,Detector Off  (Veh Det #10),,,
1633705761,81,10,Detector Off  (Veh Det #2),,,
1633705761,81,2,Detector On  (Veh Det #10),,,
1633705762,82,10,Detector On  (Veh Det #2),,,
1633705762,82,2,Detector Off  (Veh Det #11),,,
1633705762,81,11,Detector Off  (Veh Det #10),,,
1633705762,81,10,Phase End Yellow Cl  (Phase 2),,,
1633705762,9,2,Phase Begin Red Cl  (Phase 2),,,
1633705762,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705763,64,1,Phase Inactive  (Phase 2),,,
1633705763,12,2,Phase End Red Cl  (Phase 2),,,
1633705763,11,2,Phase On  (Phase 4),,,
1633705763,0,4,Phase Begin Green  (Phase 4),,,
1633705763,1,4,Overlap Off  (Overlap  (Overlap A),,,
1633705763,65,1,Barrier Term  (Preceding Phase 1),,,
1633705763,31,1,Ped Omit On  (Ped 4),,,
1633705763,48,4,Phase Hold Active  (Phase 2),,,
1633705766,41,2,Detector On  (Veh Det #12),,,
1633705767,82,12,Detector On  (Veh Det #11),,,
1633705767,82,11,Detector Off  (Veh Det #12),,,
1633705767,81,12,Detector Off  (Veh Det #11),,,
1633705769,81,11,Detector On  (Veh Det #11),,,
1633705769,82,11,Phase Min Complete  (Phase 4),,,
1633705769,3,4,Detector Off  (Veh Det #4),,,
1633705769,81,4,Phase Call Dropped  (Phase 4),,,
1633705771,44,4,Detector Off  (Veh Det #11),,,
1633705772,81,11,Phase Green Term  (Phase 4),,,
1633705772,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633705772,8,4,Phase Gap Out  (Phase 4),,,
1633705776,4,4,Phase End Yellow Cl  (Phase 4),,,
1633705776,9,4,Phase Begin Red Cl  (Phase 4),,,
1633705777,10,4,Phase Inactive  (Phase 4),,,
1633705777,12,4,Phase End Red Cl  (Phase 4),,,
1633705777,11,4,Phase On  (Phase 1),,,
1633705777,0,1,Phase Begin Green  (Phase 1),,,
1633705777,1,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633705777,61,1,Barrier Term  (Preceding Phase 1),,,
1633705779,31,1,Detector On  (Veh Det #14),,,
1633705780,82,14,Detector On  (Veh Det #4),,,
1633705780,82,4,Phase Check  (Phase 4),,,
1633705780,2,4,Phase Call Registered  (Phase 4),,,
1633705781,43,4,Detector Off  (Veh Det #14),,,
1633705781,81,14,Detector On  (Veh Det #12),,,
1633705782,82,12,Detector Off  (Veh Det #12),,,
1633705782,81,12,Phase Omit On  (Phase 4),,,
1633705783,46,4,Detector Off  (Veh Det #1),,,
1633705783,81,1,Phase Call Dropped  (Phase 1),,,
1633705783,44,1,Phase Min Complete  (Phase 1),,,
1633705784,3,1,Detector On  (Veh Det #1),,,
1633705784,82,1,Phase Call Registered  (Phase 1),,,
1633705784,43,1,Detector On  (Veh Det #16),,,
1633705784,82,16,Detector Off  (Veh Det #16),,,
1633705785,81,16,Detector Off  (Veh Det #1),,,
1633705785,81,1,Phase Call Dropped  (Phase 1),,,
1633705785,44,1,Phase Green Term  (Phase 1),,,
1633705785,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633705785,8,1,Phase Force Off  (Phase 1),,,
1633705787,6,1,Detector Off  (Veh Det #4),,,
1633705789,81,4,Phase End Yellow Cl  (Phase 1),,,
1633705789,9,1,Phase Begin Red Cl  (Phase 1),,,
1633705790,10,1,Detector On  (Veh Det #13),,,
1633705790,82,13,Phase Inactive  (Phase 1),,,
1633705790,12,1,Phase End Red Cl  (Phase 1),,,
1633705790,11,1,Phase On  (Phase 2),,,
1633705790,0,2,Phase Begin Green  (Phase 2),,,
1633705790,1,2,Ped Begin Walk  (Ped 2),,,
1633705790,21,2,Bike Call Off  (Phase 2),,,
1633705790,1102,2,Detector Off  (Veh Det #13),,,
1633705790,81,13,Bike Call On  (Phase 2),,,
1633705792,1103,2,Detector On  (Veh Det #12),,,
1633705794,82,12,Ped Omit On  (Ped 1),,,
1633705794,48,1,Detector Off  (Veh Det #12),,,
1633705795,81,12,Phase Omit On  (Phase 1),,,
1633705796,46,1,Detector On  (Veh Det #12),,,
1633705797,82,12,Detector Off  (Veh Det #12),,,
1633705797,81,12,Detector On  (Veh Det #11),,,
1633705798,82,11,Detector Off  (Veh Det #11),,,
1633705798,81,11,Phase Min Complete  (Phase 2),,,
1633705799,3,2,Detector On  (Veh Det #14),,,
1633705801,82,14,Detector Off  (Veh Det #2),,,
1633705802,81,2,Detector On  (Veh Det #4),,,
1633705803,82,4,Phase Gap Out  (Phase 2),,,
1633705808,4,2,Detector On  (Veh Det #13),,,
1633705808,82,13,Detector Off  (Veh Det #13),,,
1633705811,81,13,Detector On  (Veh Det #10),,,
1633705811,82,10,Coord Cycle State,,,
1633705811,150,5,Coord Cycle State,,,
1633705812,150,1,Detector On  (Veh Det #2),,,
1633705812,82,2,Detector Off  (Veh Det #10),,,
1633705813,81,10,Detector On  (Veh Det #13),,,
1633705814,82,13,Detector Off  (Veh Det #2),,,
1633705815,81,2,Detector On  (Veh Det #15),,,
1633705815,82,15,Detector On  (Veh Det #10),,,
1633705816,82,10,Detector Off  (Veh Det #13),,,
1633705816,81,13,Detector Off  (Veh Det #15),,,
1633705816,81,15,Detector On  (Veh Det #2),,,
1633705816,82,2,Detector On  (Veh Det #15),,,
1633705816,82,15,Detector Off  (Veh Det #15),,,
1633705817,81,15,Detector Off  (Veh Det #10),,,
1633705817,81,10,Detector On  (Veh Det #9),,,
1633705817,82,9,Detector Off  (Veh Det #9),,,
1633705817,81,9,Detector On  (Veh Det #10),,,
1633705818,82,10,Detector Off  (Veh Det #10),,,
1633705818,81,10,Detector On  (Veh Det #9),,,
1633705819,82,9,Detector Off  (Veh Det #9),,,
1633705820,81,9,Detector Off  (Veh Det #2),,,
1633705821,81,2,Detector On  (Veh Det #15),,,
1633705822,82,15,Detector On  (Veh Det #13),,,
1633705823,82,13,Phase Gap Out  (Phase 2),,,
1633705823,4,2,Ped Begin Clearance  (Ped 2),,,
1633705823,22,2,Phase Hold Released  (Phase 2),,,
1633705823,42,2,Phase Omit On  (Phase 2),,,
1633705824,46,2,Detector On  (Veh Det #10),,,
1633705824,82,10,Detector On  (Veh Det #9),,,
1633705824,82,9,Detector On  (Veh Det #2),,,
1633705825,82,2,Detector Off  (Veh Det #9),,,
1633705825,81,9,Detector Off  (Veh Det #10),,,
1633705825,81,10,Detector On  (Veh Det #9),,,
1633705825,82,9,Detector Off  (Veh Det #9),,,
1633705827,81,9,Detector Off  (Veh Det #2),,,
1633705827,81,2,Detector On  (Veh Det #9),,,
1633705827,82,9,Detector On  (Veh Det #2),,,
1633705827,82,2,Detector Off  (Veh Det #9),,,
1633705828,81,9,Detector On  (Veh Det #16),,,
1633705829,82,16,Detector Off  (Veh Det #16),,,
1633705829,81,16,Detector Off  (Veh Det #2),,,
1633705830,81,2,Detector On  (Veh Det #2),,,
1633705830,82,2,Detector Off  (Veh Det #2),,,
1633705832,81,2,Detector On  (Veh Det #10),,,
1633705832,82,10,Detector Off  (Veh Det #10),,,
1633705832,81,10,Detector On  (Veh Det #9),,,
1633705833,82,9,Detector On  (Veh Det #2),,,
1633705833,82,2,Detector On  (Veh Det #10),,,
1633705833,82,10,Detector Off  (Veh Det #14),,,
1633705833,81,14,Detector Off  (Veh Det #10),,,
1633705834,81,10,Detector Off  (Veh Det #9),,,
1633705835,81,9,Detector On  (Veh Det #9),,,
1633705835,82,9,Detector On  (Veh Det #12),,,
1633705835,82,12,Detector On  (Veh Det #11),,,
1633705835,82,11,Detector Off  (Veh Det #12),,,
1633705835,81,12,Detector On  (Veh Det #10),,,
1633705836,82,10,Detector Off  (Veh Det #10),,,
1633705836,81,10,Detector Off  (Veh Det #11),,,
1633705836,81,11,Detector Off  (Veh Det #9),,,
1633705837,81,9,Detector On  (Veh Det #11),,,
1633705837,82,11,Detector On  (Veh Det #12),,,
1633705838,82,12,Detector Off  (Veh Det #11),,,
1633705838,81,11,Detector Off  (Veh Det #12),,,
1633705838,81,12,Coord Phase Yield Pt  (Phase 4),,,
1633705838,151,4,Phase Green Term  (Phase 2),,,
1633705838,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633705838,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633705838,23,2,Phase Omit Off  (Phase 2),,,
1633705838,47,2,Phase Omit Off  (Phase 4),,,
1633705838,47,4,Ped Omit Off  (Ped 4),,,
1633705838,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633705838,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633705838,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633705838,151,3,Phase Check  (Phase 2),,,
1633705838,2,2,Phase Omit Off  (Phase 1),,,
1633705838,47,1,Ped Omit Off  (Ped 1),,,
1633705839,49,1,Detector On  (Veh Det #11),,,
1633705840,82,11,Detector Off  (Veh Det #11),,,
1633705842,81,11,Detector Off  (Veh Det #2),,,
1633705842,81,2,Phase End Yellow Cl  (Phase 2),,,
1633705842,9,2,Phase Begin Red Cl  (Phase 2),,,
1633705842,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705842,64,1,Detector On  (Veh Det #12),,,
1633705843,82,12,Detector On  (Veh Det #2),,,
1633705843,82,2,Detector Off  (Veh Det #12),,,
1633705843,81,12,Phase Inactive  (Phase 2),,,
1633705843,12,2,Phase End Red Cl  (Phase 2),,,
1633705843,11,2,Phase On  (Phase 4),,,
1633705843,0,4,Phase Begin Green  (Phase 4),,,
1633705843,1,4,Overlap Off  (Overlap  (Overlap A),,,
1633705843,65,1,Barrier Term  (Preceding Phase 1),,,
1633705843,31,1,Ped Omit On  (Ped 4),,,
1633705843,48,4,Phase Hold Active  (Phase 2),,,
1633705844,41,2,Detector On  (Veh Det #11),,,
1633705845,82,11,Detector Off  (Veh Det #11),,,
1633705848,81,11,Detector On  (Veh Det #11),,,
1633705849,82,11,Detector On  (Veh Det #10),,,
1633705849,82,10,Phase Min Complete  (Phase 4),,,
1633705849,3,4,Detector On  (Veh Det #14),,,
1633705850,82,14,Detector Off  (Veh Det #10),,,
1633705850,81,10,Detector On  (Veh Det #12),,,
1633705850,82,12,Detector Off  (Veh Det #11),,,
1633705851,81,11,Detector Off  (Veh Det #12),,,
1633705851,81,12,Detector Off  (Veh Det #13),,,
1633705852,81,13,Detector Off  (Veh Det #14),,,
1633705852,81,14,Detector On  (Veh Det #12),,,
1633705853,82,12,Detector Off  (Veh Det #12),,,
1633705854,81,12,Detector On  (Veh Det #14),,,
1633705855,82,14,Detector Off  (Veh Det #14),,,
1633705857,81,14,Detector On  (Veh Det #12),,,
1633705857,82,12,Detector Off  (Veh Det #15),,,
1633705859,81,15,Detector On  (Veh Det #15),,,
1633705861,82,15,Detector Off  (Veh Det #15),,,
1633705862,81,15,Phase Omit On  (Phase 4),,,
1633705863,46,4,Detector On  (Veh Det #15),,,
1633705864,82,15,Detector Off  (Veh Det #15),,,
1633705865,81,15,Detector On  (Veh Det #15),,,
1633705866,82,15,Detector On  (Veh Det #14),,,
1633705867,82,14,Detector Off  (Veh Det #14),,,
1633705867,81,14,Detector Off  (Veh Det #15),,,
1633705867,81,15,Detector On  (Veh Det #15),,,
1633705868,82,15,Detector Off  (Veh Det #15),,,
1633705868,81,15,Detector On  (Veh Det #15),,,
1633705871,82,15,Detector On  (Veh Det #14),,,
1633705871,82,14,Detector Off  (Veh Det #15),,,
1633705872,81,15,Detector Off  (Veh Det #14),,,
1633705873,81,14,Detector On  (Veh Det #15),,,
1633705873,82,15,Phase Green Term  (Phase 4),,,
1633705873,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633705873,8,4,Phase Force Off  (Phase 4),,,
1633705873,6,4,Phase Check  (Phase 4),,,
1633705875,2,4,Detector On  (Veh Det #14),,,
1633705875,82,14,Detector Off  (Veh Det #14),,,
1633705875,81,14,Phase Omit On  (Phase 1),,,
1633705877,46,1,Phase End Yellow Cl  (Phase 4),,,
1633705877,9,4,Phase Begin Red Cl  (Phase 4),,,
1633705878,10,4,Detector Off  (Veh Det #15),,,
1633705878,81,15,Phase Inactive  (Phase 4),,,
1633705878,12,4,Phase End Red Cl  (Phase 4),,,
1633705878,11,4,Phase On  (Phase 2),,,
1633705878,0,2,Phase Begin Green  (Phase 2),,,
1633705878,1,2,Ped Begin Walk  (Ped 2),,,
1633705878,21,2,Bike Call Off  (Phase 2),,,
1633705878,1102,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705878,64,1,Barrier Term  (Preceding Phase 1),,,
1633705878,31,1,Bike Call On  (Phase 2),,,
1633705878,1103,2,Overlap Begin Green  (Overlap  (Overlap A),,,
1633705879,61,1,Ped Detector On  (Ped Det #4),,,
1633705879,90,4,Ped Call Registered  (Ped 4),,,
1633705880,45,4,Ped Detector Off  (Ped Det #4),,,
1633705884,89,4,Detector On  (Veh Det #11),,,
1633705886,82,11,Phase Min Complete  (Phase 2),,,
1633705887,3,2,Detector Off  (Veh Det #11),,,
1633705887,81,11,Detector On  (Veh Det #11),,,
1633705887,82,11,Detector On  (Veh Det #10),,,
1633705887,82,10,Detector Off  (Veh Det #11),,,
1633705889,81,11,Detector Off  (Veh Det #12),,,
1633705889,81,12,Detector Off  (Veh Det #10),,,
1633705889,81,10,Detector On  (Veh Det #11),,,
1633705889,82,11,Detector On  (Veh Det #12),,,
1633705890,82,12,Detector On  (Veh Det #9),,,
1633705890,82,9,Detector Off  (Veh Det #11),,,
1633705890,81,11,Detector Off  (Veh Det #9),,,
1633705890,81,9,Detector On  (Veh Det #10),,,
1633705890,82,10,Detector On  (Veh Det #11),,,
1633705891,82,11,Detector Off  (Veh Det #11),,,
1633705891,81,11,Detector Off  (Veh Det #12),,,
1633705891,81,12,Detector On  (Veh Det #11),,,
1633705891,82,11,Detector Off  (Veh Det #10),,,
1633705891,81,10,Detector On  (Veh Det #9),,,
1633705891,82,9,Coord Cycle State,,,
1633705891,150,5,Ped Omit On  (Ped 1),,,
1633705891,48,1,Coord Cycle State,,,
1633705892,150,1,Detector Off  (Veh Det #9),,,
1633705892,81,9,Detector On  (Veh Det #12),,,
1633705893,82,12,Detector On  (Veh Det #9),,,
1633705893,82,9,Detector Off  (Veh Det #11),,,
1633705893,81,11,Detector Off  (Veh Det #9),,,
1633705894,81,9,Detector Off  (Veh Det #12),,,
1633705895,81,12,Detector On  (Veh Det #12),,,
1633705896,82,12,Detector On  (Veh Det #10),,,
1633705896,82,10,Detector Off  (Veh Det #12),,,
1633705897,81,12,Detector Off  (Veh Det #10),,,
1633705897,81,10,Detector On  (Veh Det #16),,,
1633705897,82,16,Detector Off  (Veh Det #16),,,
1633705897,81,16,Detector On  (Veh Det #1),,,
1633705897,82,1,Phase Check  (Phase 1),,,
1633705897,2,1,Phase Call Registered  (Phase 1),,,
1633705899,43,1,Detector On  (Veh Det #9),,,
1633705900,82,9,Detector Off  (Veh Det #9),,,
1633705900,81,9,Detector On  (Veh Det #10),,,
1633705901,82,10,Detector On  (Veh Det #9),,,
1633705901,82,9,Detector Off  (Veh Det #10),,,
1633705902,81,10,Detector Off  (Veh Det #9),,,
1633705902,81,9,Detector Off  (Veh Det #1),,,
1633705902,81,1,Phase Call Dropped  (Phase 1),,,
1633705903,44,1,Ped Begin Clearance  (Ped 2),,,
1633705903,22,2,Phase Hold Released  (Phase 2),,,
1633705903,42,2,Phase Omit On  (Phase 2),,,
1633705904,46,2,Detector On  (Veh Det #10),,,
1633705904,82,10,Detector Off  (Veh Det #10),,,
1633705904,81,10,Detector On  (Veh Det #9),,,
1633705905,82,9,Detector Off  (Veh Det #9),,,
1633705906,81,9,Detector On  (Veh Det #9),,,
1633705906,82,9,Detector On  (Veh Det #10),,,
1633705906,82,10,Detector Off  (Veh Det #9),,,
1633705907,81,9,Detector Off  (Veh Det #10),,,
1633705908,81,10,Detector On  (Veh Det #10),,,
1633705908,82,10,Detector Off  (Veh Det #10),,,
1633705909,81,10,Detector On  (Veh Det #10),,,
1633705910,82,10,Detector Off  (Veh Det #10),,,
1633705911,81,10,Detector On  (Veh Det #11),,,
1633705912,82,11,Detector Off  (Veh Det #11),,,
1633705913,81,11,Detector On  (Veh Det #11),,,
1633705914,82,11,Detector Off  (Veh Det #11),,,
1633705915,81,11,Detector Off  (Veh Det #2),,,
1633705918,81,2,Coord Phase Yield Pt  (Phase 4),,,
1633705918,151,4,Phase Green Term  (Phase 2),,,
1633705918,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633705918,8,2,Phase Gap Out  (Phase 2),,,
1633705918,4,2,Ped Begin Don’t Walk  (Ped 2),,,
1633705918,23,2,Phase Omit Off  (Phase 2),,,
1633705918,47,2,Phase Omit Off  (Phase 4),,,
1633705918,47,4,Ped Omit Off  (Ped 4),,,
1633705918,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633705918,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633705918,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633705918,151,3,Phase Check  (Phase 2),,,
1633705918,2,2,Phase Omit Off  (Phase 1),,,
1633705918,47,1,Ped Omit Off  (Ped 1),,,
1633705921,49,1,Detector On  (Veh Det #14),,,
1633705922,82,14,Phase End Yellow Cl  (Phase 2),,,
1633705922,9,2,Phase Begin Red Cl  (Phase 2),,,
1633705922,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705922,64,1,Detector Off  (Veh Det #14),,,
1633705923,81,14,Detector On  (Veh Det #14),,,
1633705923,82,14,Detector Off  (Veh Det #14),,,
1633705923,81,14,Phase Inactive  (Phase 2),,,
1633705923,12,2,Phase End Red Cl  (Phase 2),,,
1633705923,11,2,Phase On  (Phase 4),,,
1633705923,0,4,Phase Begin Green  (Phase 4),,,
1633705923,1,4,Ped Begin Walk  (Ped 4),,,
1633705923,21,4,Overlap Off  (Overlap  (Overlap A),,,
1633705923,65,1,Barrier Term  (Preceding Phase 1),,,
1633705923,31,1,Ped Omit On  (Ped 4),,,
1633705923,48,4,Phase Hold Active  (Phase 2),,,
1633705925,41,2,Detector On  (Veh Det #10),,,
1633705925,82,10,Detector On  (Veh Det #11),,,
1633705926,82,11,Detector On  (Veh Det #2),,,
1633705926,82,2,Detector Off  (Veh Det #10),,,
1633705927,81,10,Detector Off  (Veh Det #11),,,
1633705927,81,11,Detector On  (Veh Det #14),,,
1633705928,82,14,Detector On  (Veh Det #12),,,
1633705929,82,12,Phase Min Complete  (Phase 4),,,
1633705929,3,4,Detector Off  (Veh Det #12),,,
1633705930,81,12,Detector Off  (Veh Det #14),,,
1633705930,81,14,Ped Begin Clearance  (Ped 4),,,
1633705930,22,4,Detector On  (Veh Det #14),,,
1633705931,82,14,Detector Off  (Veh Det #14),,,
1633705932,81,14,Detector On  (Veh Det #13),,,
1633705932,82,13,Detector On  (Veh Det #14),,,
1633705933,82,14,Detector Off  (Veh Det #14),,,
1633705934,81,14,Detector On  (Veh Det #14),,,
1633705934,82,14,Detector Off  (Veh Det #14),,,
1633705935,81,14,Detector Off  (Veh Det #13),,,
1633705936,81,13,Detector On  (Veh Det #14),,,
1633705938,82,14,Detector On  (Veh Det #12),,,
1633705938,82,12,Detector Off  (Veh Det #14),,,
1633705940,81,14,Detector Off  (Veh Det #12),,,
1633705940,81,12,Detector Off  (Veh Det #4),,,
1633705940,81,4,Phase Call Dropped  (Phase 4),,,
1633705942,44,4,Phase Omit On  (Phase 4),,,
1633705943,46,4,Phase Gap Out  (Phase 4),,,
1633705951,4,4,Detector On  (Veh Det #14),,,
1633705951,82,14,Phase Green Term  (Phase 4),,,
1633705951,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633705951,8,4,Ped Begin Don’t Walk  (Ped 4),,,
1633705952,23,4,Detector On  (Veh Det #4),,,
1633705952,82,4,Phase Check  (Phase 4),,,
1633705952,2,4,Phase Call Registered  (Phase 4),,,
1633705952,43,4,Detector Off  (Veh Det #14),,,
1633705953,81,14,Phase Force Off  (Phase 4),,,
1633705954,6,4,Detector Off  (Veh Det #4),,,
1633705955,81,4,Phase End Yellow Cl  (Phase 4),,,
1633705955,9,4,Phase Begin Red Cl  (Phase 4),,,
1633705956,10,4,Detector On  (Veh Det #16),,,
1633705956,82,16,Phase Inactive  (Phase 4),,,
1633705956,12,4,Phase End Red Cl  (Phase 4),,,
1633705956,11,4,Phase On  (Phase 2),,,
1633705956,0,2,Phase Begin Green  (Phase 2),,,
1633705956,1,2,Ped Begin Walk  (Ped 2),,,
1633705956,21,2,Bike Call Off  (Phase 2),,,
1633705956,1102,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633705956,64,1,Barrier Term  (Preceding Phase 1),,,
1633705956,31,1,Bike Call On  (Phase 2),,,
1633705956,1103,2,Ped Omit On  (Ped 1),,,
